title,summaries,position,open,ticket,traffic,comment,site
大韩民国临时政府杭州旧址纪念馆,在日寇大肆搜捕下，韩国临时政府的成员们得到中国进步人士的帮助，辗转来到浙江杭州、嘉兴，继续开展斗争。当年，杭州的长生路湖边村、学士路思鑫坊、清泰第二旅社等处都留下了临时政府要员活动的足迹。在杭州三年时间里，韩国临时政府召开国务会议，发行独立党机关报，保存了抗日力量，由小到大成长为国际反法西斯阵营中的重要一员。他们的抗日复国斗争得到了杭州人民的同情、支持和帮助。为了纪念这段历史，杭州市政府历时五年，拨巨资在原韩国临时政府用作办公处的长生路55号湖边村修建了大韩民国临时政府杭州旧址纪念馆。该馆在原基础上扩大了三倍，分三个展厅，复原为三十年代旧貌。,杭州市上城区长生路55号,8:45-17:00,免费,公交:乘坐12、59路公交至东坡路庆春路口下车，步行200米可达,（21条）,
鸟岛,鸟岛，又名“系园”，是月光岛5个岛屿中其中一个，也是千岛湖著名的婚纱摄影基地，现居住着上百只几十种的鸟类，因而叫做鸟岛。如今的鸟岛有了新一层面的特色，融合中西婚礼文化元素，有鸳鸯石雕，飞鸽广场，婚礼教堂，月老雕像，爱情廊桥等特色内容，你可以在这里喝喝茶，吃吃千岛湖美食，和鸟儿亲密接触，还可以参观中西方婚礼用品的展示，如此一个360度全湖景的婚纱拍摄基地，可不要错过咯。,浙江省杭州市淳安县,8:00-17:00,门票包含在景区门票内,轮渡,（27条）,
钱学森故居,钱学森故居是一个三进民居，由两个天井相连，还有一个后花园。房子为木结构，主色调为老红色，至今它的所有人一栏中登记的还是“钱学森”的名字。目前故居还在修缮中，属于杭州市文物保护点。,杭州市上城区马市街方谷园2号,周一至周日 09:00-16:30,免费,公交:乘坐30、62、401路在马市街站下,（11条）,
六公园,六公园是西湖湖滨的诸多公园之一，绿树成荫，可远眺西湖，视野非常开阔.,杭州市上城区湖滨路附近,全天开放,免费,公交:乘坐5、12、18路公交至六公园站下车，步行可达,（14条）,
浙西大峡谷柘林瀑,柘林瀑的水来自千顷荡，由上下两个跌宕形成瀑布。两叠瀑间有容纳千人的台地，地貌奇特。上瀑为龙门瀑，出水处平伸达2米多；下瀑为炎生瀑，出水处成形。正常水位时，上瀑成帘状下瀑成练状，故有“如帘如练”之誉。炎生瀑前一鲤鱼石，有欲上龙门的跃然之势；炎生瀑由炎生潭而得名，炎生瀑下的水潭为石潭，由瀑布冲涮生成锅底状，深达3米余。传说此潭是一个名为炎生的烧炭佬常来洗澡的地方，在一次洗澡时，这位浇炭佬神秘地失踪了。当地人以此为奇，遂称此潭为炎生潭。,杭州市临安市大峡谷镇浙西大峡谷景区内,"
            ",,,（11条）,
千花里（径山花海）,千花里（径山花海）是一个以鲜花为主题，提供鲜花采摘、观赏、特色鲜花饮、鲜花宴、鲜花护肤品等鲜花全产业链多感官体验的特色休闲地，是大径山国家森林公园的重要组成部分。拥有华东地区最大面积的香水莲花种植园，具有一系列香水莲花深加工产品的专利研发证书，在“千花里”园区体验“天上之花”的美丽与神奇。同时还是中国“药食同源”南园，栽种不仅具有观赏价值、更有药用价值、深加工可能性的花卉、果蔬、树木，延伸产业链，是“千花里”园区最大的特色。,杭州市余杭区径山镇龙皇路99号,周一至周日 9:00-16:30 为确保游园体验，建议15:00前入园参观。,成人票60,公交466路，479路，491路，494路，498A路，498路等，到径山公交站。,（9条）,
理安寺,理安寺古称涌泉禅寺，因寺内有与虎跑泉齐名的“法雨泉”也称法雨寺。明五代时高僧伏虎志逢禅师曾栖居于此地，吴越王为之建寺。清代因雍正帝和乾隆帝的到来达到了全盛时期，寺庙重建，规模宏大，建有山门、御碑亭、大雄宝殿、禅堂、法堂、藏经楼、松巍阁等建筑。如今改造恢复的寺院，清幽自然，有悠悠南山的古意。,杭州市西湖区九溪风景区杨梅岭村古道附近,"
            ",免费,乘坐87路到杨梅岭下车,（23条）,
信义坊步行街,杭州信义坊步行街位于杭州拱墅区卖鱼桥，东起湖墅路，西至莫干山路，沿余杭塘河两岸而建，全长500米。,杭州市拱墅区信义商街203号,全天开放,免费,乘坐1路;15路;23路;30路;67路;70路;90路;153路;192路;204路;b支1路;k155路;k155路平海路交通管制;游8线/y8线到余杭塘上站下车步行到达。,（23条）,
刘庄,"刘庄,位于西湖丁家山畔，又名水竹居，号称西湖第一名园，现已改为西湖国宾馆。刘庄原主刘学询，广东香山人，清光绪年间举人，后中进士。中举后的次年，他上北京去参加会试，归途中经过杭州，游玩西湖后，赞叹“故乡无此好湖山”。十八年后，他在丁家山麓营造了一座岭南风味的私家庭园，称水竹居，并将原家中的雕刻花窗及精美家具如数运来，装点家院，使这座依山面湖的庄园，更加清幽雅致。全国解放后，毛泽东主席常来刘庄居祝这里曾发生过两件震动中外的大事：第一件，第一部《中华人民共和国宪法》在此起草；第二件，《中美联合公报》在此签署。现庄内还辟有毛泽东读书处。",杭州市西湖区杨公堤18号,"
            ",免费,乘坐51路、52路、52路西湖南线大循环、194路、318b线、318路、318路西湖南线大循环、游2线/y2线可至。,（19条）,
龙井山园,作为西湖风景区内唯一的山地公园，杭州龙井山园以真山，真水，人文传统和绿色野趣为号召，集聚千年龙井地域文化的精髓，以高科技手段借自然地貌造园成景，整理设计了独领茶艺表演最新时尚的“龙井茶道”，首创国内独有的健康旅游项目—“龙井雾森”。在这个占地近130亩的龙井山园里，还专设了华东地区最大的活体蝴蝶放养区“蝴蝶谷”，修整了现代著名作家郁达夫留下足迹的“迟桂林”，为远道而来的四方游客设置了以茶山翠谷为背景的大型茶艺馆，汇聚各地风味的茶食小吃街，演艺广场，赛狗斗鸡表演，民间杂艺表演，十多种参与性游乐项目，游园内容丰富多彩。针对独具魅力的地域文化，龙井山园还特别设计了“御茶坡”，“聚龙台”百年老店“翁隆顺茶庄”等景点，供游客在远观西湖山色美景的同时，近赏龙井茶农种茶，采茶，制茶，品茶过程，体验龙井茶人家的生活情趣。此外，龙井山园还将为游客组织精彩纷呈的夜间晚会和歌舞表演。,杭州市西湖区翁家山268号,周一至周日 全天,35元/人,乘坐27路、27路高峰线、27路高峰线、87路可至。,（20条）,
南山书屋,在杭州南山路沿线的西湖风光与各式各样的休闲场所里，中国美术学院与南山书屋，像是驻守这一条街的文心，让这条路的气息，始终有那么些不同。,杭州市西湖区中国美术学院象山校区7号楼5楼,周一至周日 10:00-21:00,免费开放,乘坐4路;4路区间;12路;12路区间;25路;38路;42路;102路;108路;133路;假日6线/j6线;游10线/y10线;游2线/y2线至钱王祠站下车,（9条）,
中天竺寺,中天竺寺在浙江杭州西湖西面，在天竺山和灵隐寺之间，有三座天竺寺。自灵隐寺山门向南直上，在白云峰北者，称上天竺寺。在稽留峰北者，称中天竺寺。在飞来峰之麓，称下天竺寺。三天竺寺皆以供奉观世音菩萨为本。天竺在历史上是杭州的佛国，天竺三寺香火极盛。元天历（1328-1330）间，中天竺寺僧大忻博得元文宗图贴睦尔的欢心。寺名改为“天历永祚禅寺”，谁知“永祚”不“永”，在元末的战乱中，中天竺同样没有躲过寺毁僧散的灾难。中天竺距上天竺也约1里。,杭州市西湖区梅灵北路,"
            ",,乘坐103路、121b线、121路、122路、324路可达。,（10条）,
栖霞岭,栖霞岭在葛岭西面、岳王庙的后面，一名履泰山或赤岸。相传岭上旧时多桃花，到了春日桃花盛开，犹如满岭彩霞，故称栖霞岭。霞岭上多古迹，因岭低，所以也成了为大家最容易亲近的山之一。早上、下午均有人上岭从各条山道去练声、溜鸟、打牌、闲步，特别是到了夏季炎热之时，岭上的紫云洞、金鼓洞、银鼓洞都成了绝佳的纳凉好去处。岭上还有牛皋墓，岭边有依山而建的鲍庄，上山大道上有黄宾虹纪念馆、双灵亭、白沙泉，以及杭州的老民居建筑群紫云里。,杭州市西湖区葛岭西面、岳王庙后面,"
            ",,乘坐7路、27路、27路高峰线、27路高峰线、51路、52路、52路西湖南线大循环、118路、环西湖夜游线、假日6线/j6线、游10线/y10线可至。,（20条）,
风波亭,重建后的风波亭，是一座二层的亭子，八角翘檐向天，黑色的瓦，橙黄色的亭身，纯粹传统的江南园林建筑，显得格外引人瞩目。,杭州市下城区环城西路（近教场路）,周一至周日 全天开放,免费,乘坐7路、10路、16路、25路、27路、27路高峰线、27路高峰线[吴山夜市交通管制]、49路、51路、102路、103路、118路、环西湖夜游线、假日6线/j6线可至,（28条）,
城市阳台,杭州城市阳台位于钱江新城核心区，共有“一主二副”3个城市阳台，每一个阳台就是一个开放和充满活力的现代城市公园，集休闲，观潮、游憩、放松心情等多种功能为一体。主阳台位于核心区中轴线，以钱塘江堤岸为底线、外挑江面几十米处，长约322米，大部分架空于江面上，最远处突出江堤约80米。整个阳台分上下两层，光是一层的建筑面积就达2.4万平方米。,杭州市江干区解放东路与之江路交叉口,全天开放,免费,公交:乘坐71、107路、b支1路到森林公园站下车后步行可达,（8条）,
中国财税博物馆,中国财税博物馆收藏各类财税历史相关文物和文献资料近万件，是国家级的专业博物馆。博物馆现有财富中国、中国古代财税历史、中国近现代财税历史、中国当代财税历史、中国会计历史五个展厅和摇钱树与理财家展区。,杭州市上城区河坊街吴山广场28号,9:00-16:30（16:00停止入馆，周一闭馆）,免费,乘坐25路至吴山公交站，步行350米可达。,（11条）,http://www.fmuseum.org/
马寅初纪念馆,修缮后的旧居基本保持了原貌，现一楼和二楼辟为展厅，并恢复了马老的书房和卧室。馆内展出马老各个时期的照片、史料、著作及手迹，分“负笈西洋”、“民族卫士”、“共商国是”、“一代宗师”、“人口宏论”、“坚持真理”、“光耀人间”等10个专题，展示马老百年绚丽人生。展厅陈列的书桌、书柜、台灯、高凳和躺椅、轮椅及陈列的衣帽等等，均为马寅初生前使用的原物。,杭州市下城区庆春路210号,周一至周日 09:00-17:00,免费,"乘坐16路、18路、45路、92路、251路到庆春路浣纱路口站下车,步行到达",（10条）,http://www.mycfund.com/jeecms/
浙西大龙湾景区,景区纵深30公里，有崇山峻岭、茂林修竹，森林覆盖率达95%，有奇石侧立如猛兽奇鬼，有天下罕见的千米大龙湾，有飞瀑如帘、莫测神潭、珍禽异兽，更有千年古刹遗址、抗日战争时期的英国人度假村、偷天谜穴未解之谜、悠悠徽商古桥和悬崖吊脚楼……，由大龙湾食街、碧湖观鱼、雄石奇瀑、林中探秘、峡谷探险、大龙湾绝景五大景区、二十八个景点及其它人文景观组成，集游、娱、吃、购为一体。攀岩、潜水等参与性项目，激人朝气，健身康体，自然风光如出水芙蓉，秀色可餐，怡情养性。景区气候宜人，风景随季节的变化呈现出不同的姿容，游人置身其中，移步换景，目不暇接，流连忘返。春季，景区姹紫嫣红山花烂漫。映山红、野桃花、野樱花以及不知名的许许多多红、黄、蓝、白的山花漫山遍野，鸟儿婉转，蜜蜂嗡嗡，蝴蝶翩翩，还有松鼠、野兔等小动物在树林里穿梭嬉戏……，野笋、蕨菜、山马兰这时刚刚绽出嫩芽，游人可以一边赏景一边采野菜。夏季，在绿色掩映的峡谷水面上，人们可以跨过悬空的一个个小千秋过河去寻找在水一方的风景，这时很可能会马失前蹄空中落水，溅起一串如铃的笑声，那么就干脆参与泼水狂欢，用水枪射、用水桶泼、用手掌击，把纯净的山泉洒向空中、山野，洒向亲友、同伴和有缘相聚在此的人们，祝福世界和平，国家强盛，社会繁荣，人们健康幸福……；或者到栈道上，去穿越山泉如帘的水门，把它想象成孙悟空花果山上的水帘洞，不必理会成为一支带露玫瑰还是出水芙蓉或是一只落汤鸡，面对挑战超越它就能柳暗花明，摘到花果山上的桃子呵；抑或再体会一下另类的水上游乐——赤脚在滑如女人肌肤一般的千米河滩上去走一回，这可是个温柔的陷阱，一不小心就会跌倒在天女的石榴裙下……。秋季千林似锦，万木披霞，满目为秋，涉足也成秋。秋是这里的瀑群，秋是这里的风声，秋是这里的浪漫，秋是这里的热情。走进浙西大龙湾，就像走进一个被美丽秋光簇拥的世外桃源。这里山路蜿蜒，奇峰林立，瀑布成群，果上枝头，红叶映天，“山无红树不知秋”，山坡上或金黄或澄红，漫山遍野，有柿树、乌桕、黄栌、野槭等，特别是红枫，满目皆是，这里因此被称为“浙西最大的红枫聚集区”，放眼观枫，焰霞窜动，犹如红云覆盖在枫林之上，一派“红霞万丈”的景观，而在这层林尽染的秋叶下，龙潭瀑、狼牙潭、三女瀑、白岩峰、冰川峡争奇斗艳，气象万千。这里鸟鸣啁啾，流水丁冬，鹿走禽飞；这里满山野果，有野山查、野柿子、野交通,杭州市临安市龙岗镇龙井村,"
            ",,,（10条）,http://www.ljxpl.com/
杭州玲珑山,玲珑山风景区位于浙江省临安古城钱王大街西端。景区内山径蜿蜒，林泉清幽，岩壁遍布宋代以来的摩崖石刻，山腰有始建于唐代的卧龙古寺，以及钟楼亭阁和北宋钱塘才妓琴操墓等古迹。卧龙潭碧波粼粼，鱼群欢跃，潭周苍松翠柏，鸟鸣枝，泛舟潭中，其乐无穷。玲珑山历史悠久、文化积淀丰富、历代名人雅士如苏东坡、黄庭坚、佛英蒋介石、郁达夫、梅兰芳等均登临吟咏，留下千古绝唱.玲珑山风景区位于浙江省临安古城钱王大街西端。景区内山径蜿蜒，林泉清幽，岩壁遍布宋代以来的摩崖石刻，山腰有始建于唐代的卧龙古寺，以及钟楼亭阁和北宋钱塘才妓琴操墓等古迹。卧龙潭碧波粼粼，鱼群欢跃，潭周苍松翠柏，鸟鸣枝，泛舟潭中，其乐无穷。,杭州市临安市玲珑山脚39号,"
            ",,乘坐临安k178路/临安k188路/临安k87路/临安k88路戚家桥站下车即可到达,（15条）,
浙江传媒学院,,杭州市江干区学源街998号,"
            ",,,（17条）,http://www.zjicm.edu.cn/
千岛湖伯爵号豪华游轮,"“伯爵号”豪华游轮是千岛湖唯一一艘涵盖住宿、餐饮、娱乐等功能的综合性大型游轮，是中国内陆湖第一艘酒店式豪华游轮，伯爵号游轮采用了现代欧式四星级标准精装修并引进了海外酒店式游轮的规范管理技术，集水上游览、餐饮、娱乐、住宿为一体。千岛湖伯爵号游轮全船共有六层甲板,设有各类休闲娱乐餐饮设施,以及大型露天观景舞台，可举办大型庆典活动。",杭州市淳安县千岛湖镇新安大街5—3号,"
            ",,,（11条）,
锦带桥,锦带桥（KintaikyoBridge）是一座横跨锦川的五拱桥，被列为日本三大名桥之一。采用传统的木工工艺，全桥只用包铁和插销固定、充分应用精巧的木工技术的桥梁结构。大桥最早建于1673年，修建过程中屡次被洪水冲塌。建成后又于1950年被一场台风带来的洪水摧毁。1953年重建，后又在2001年和2004年部分修复，至今仍雄踞于江面上。,杭州市西湖区白堤上,全天开放,免费,乘坐7路;27路;27路高峰线;27路高峰线[吴山夜市交通管制];51路;52路;52路西湖南线大循环;118路;环西湖夜游线;假日6线/j6线;游10线/y10线,（22条）,
湖滨国际名品街,算是杭城档次挺高的一条购物街区，都是些高端品牌，不乏奢侈品，环境没得说，就在美丽的西子湖畔，一走进去，青砖灰瓦的建筑颇有些江南味道，从服饰、箱包、珠宝到手表、皮草、家居、美容不一而足，甚至还有中西餐厅可以坐下来喝上一杯，小憩一番，一些门店都是中国首家门店，比如街上的Hermes就是中国大陆面积最大的门店。,杭州市上城区平海路121号,"
            ",,公交:7、12、12区、25、51、60、271、假日3线、游10线东坡路平海路口站；31、31区、52、55、59、188、206、212、216、251、290、游8、游9延安路湖滨站,（29条）,
千岛湖林海归真,千岛湖林海归真景区位于杭州千岛湖富文乡境内，离千岛湖镇18公里，距杭千高速公路出口仅5公里，交通十分便利。林海归真景区由鬼城、性趣馆、野人谷、浴场、天然氧吧等景点构成。在这里您可以身临其境感受鬼城阴森恐怖的十八层地狱，性趣馆向您展示了中国数千年来的性文化遗产，野人谷由阿佤山寨、圣水屋、恐怖地带、迎宾区、野人舞蹈、特技踩玻璃、上刀山、跳火舞等节目组成。林海归真景区的开发建设追求“纵情自然、回归生态”“原汁原味、返璞归真”理念，景区沿溪辟出游步道，绕山环，沿途可观赏到、峭壁、溪石、飞瀑。景区峡谷幽深、溪涧清秀、绿树成荫、鸟语花香，旅游项目集惊险刺激、趣味娱乐、修身养性于一体，是江南最具魅力和特色的生态旅游景区。,浙江省杭州市淳安县富文乡青田村,周一至周日 8:30-17:00,门票45人民币,公交：林海归真景区接送在长途客运站，接送车38元每人；或坐3路公交车自驾：杭新景高速千岛湖支线“淡竹国家水上训练基地”出口下，往前3公里，沿途有路标（千岛湖森林氧吧前行200米）,（10条）,
烟霞三洞,烟霞三洞即石屋洞，水乐洞，烟霞洞，是浙江省杭州市的一处著名风景，位于南高峰下的烟霞岭上。,杭州市西湖区南高峰烟霞岭,全天开放,免费,乘坐87路到烟霞洞下车，步行即可达到,（13条）,
临安河桥古镇,河桥古镇依托的柳溪江，是徽杭古道的水上延伸，河桥历史上曾二度繁荣。依托三江水口，因河而兴，因商发达，更有“小上海”和“浙西秦怀”的美誉。河桥因商而聚，因商而散，是中国很早的移民古镇，自古就是“百姓百行百店百匠”汇作之地。虽名声显赫的大户不多，但留下了丰富的民俗民风，农事家习，成为临安物质文化遗产的丰富宝藏。包括浙西抗战纪念馆、河桥农博民俗馆、青楼文化馆等文化场馆的保护和恢复，让风韵河桥锦上添花。,杭州市临安市河桥古镇,"
            ",,,（11条）,
月老祠,月老祠坐落在浙江省杭州市境内，距离杭州市区不是很远。月老祠还有一个名字叫做“鸿禧堂”，听着就觉得很古典文雅。,杭州市西湖区曙光路16号（近黄龙体育中心）,"
            ",15元,乘坐16路、23路、28路、37路、101路、103路、117医院临时线、130路、145路、228路、306路、307路、318b线、318路、318路快线、318路西湖南线大循环、807路可至。,（38条）,
放鹤亭,放鹤亭位于孤山东北麓，是为纪念林和靖而修建的。林和靖（967-1028），名逋，字君复，钱塘（今杭州）人，北宋诗人。林和靖长期隐居孤山，终生不娶也不出仕，平时除了作诗绘画外，喜欢种梅养鹤，以梅为“妻”，以鹤为“子”，有“梅妻鹤子”之说。他死后便葬在孤山北麓。传说他养的那只鹤也在墓前悲鸣而死，人们将它葬于墓侧，取名鹤冢。放鹤亭最早为元代郡人陈子安所修建，明嘉靖年问钱塘县令王代又加以扩建。现在的放鹤亭是1915年重建的。平台宽阔，栏杆精巧；亭内有联，有曰：“水青石出鱼可数，人去山空鹤不归”有曰：“山外斜阳湖外雪，窗前流水枕前书”，点明放鹤亭景物，而林则徐的“世无亦草能真隐，山有名花转不孤”则含意幽深，令人心不胜揣摩。,杭州市西湖区孤山东北坡,"
            ",,乘坐游10线/y10线到西泠桥下车，步行即可到达,（30条）,
江南龙门湾,南龙门湾位于桐庐富春江支流大源溪入口处，距县城18公里，是富春江上的一处天然港湾，昔日为鸬鹚捕鱼停泊处，故亦名鸬鹚湾。龙门湾风景区具有山水和谐、山势峻秀、水色澄碧、山居民风、渔村风情等十大特色，分下湾渔唱、富春江钓鱼岛、唐松迎客、盘山石壁四大游览景区。整个风景区汇峡谷、平湖、孤屿、悬崖、瀑布、奇松于一身，具有山水和谐，山势峻峭，水色澄碧，山居民风，渔村风情等特色。游客可骑水上自行车，或电瓶船，在一镜绿波中悠然而行，亦可和亲朋好友一起赛赛龙舟，好不快活！景区还推出了丝网捕鱼和提笼捕虾活动，野趣十足。当然，在钓鱼岛上喝喝茶，钓钓鱼，也十分休闲。这里由于受水环境对气候的调节作用，又形成江南独特的小气侯，冬暖夏凉，尤其因为这里的浅水地带特别多，所以夏季又是天然的游泳场。,杭州市桐庐县富春江镇云源路2号,"
            ",,"杭州汽车西站、南站(快客)都有客车直达桐庐长途车站(车程1小时20分钟左右);到桐庐车站乘6路到七里泷车站(富春江一桥),转乘桐庐至七里泷中巴车直达景区。",（14条）,
鼓楼堂,,杭州市上城区中河中路1号（近鼓楼）,"
            ",,,（16条）,
西湖博览会博物馆,西湖博览会博物馆位于浙江省杭州市，西子湖畔，宝石山南麓，北山路40号，一座带有欧式风格的黄色建筑，在绿树的掩映下，显得格外的醒目。它就是1929年第一届西湖博览会工业馆的原址，2003年改建成了西湖博览会博物馆。杭州西湖博物馆于2005年10月1日正式对游客开放。作为中国第一座湖泊类专题博物馆，可谓匠心独运，卓尔不群。西湖博物馆位于南山路西侧，钱王祠以南，西部紧邻西湖，占地面积23889平方米，建筑面积控制在8000平方米左右，其中地上面积为2000平方米左右。,杭州市西湖区北山路40号（近断桥）,"
            ",,乘坐游10线/y10线到西泠桥可至。,（13条）,
黄龙体育馆,,杭州市西湖区黄龙路1号黄龙体育中心内(近曙光路),"
            ",,,（24条）,
千岛湖九龙溪漂流,九龙溪漂自高山而泄汇聚而成的溪水在蜿蜒的漂流道内一路欢唱，时而湍急时而平缓时而弯曲有度时而又宽阔直驱。全段九个深浅不一的戏水潭和八个高低不一的堰坝滑行，让你与溪水嬉戏个畅快。,杭州市淳安县左口乡显后村,12:00-15:00。（具体请以景区当天公布为准）,110.00,自驾车：千岛湖镇，沿阳光路——千岛湖大桥——环左线——直抵漂流景区。公交：在千岛湖城区乘2路或5路公交车至阳光车站，转乘左口班车即可直达九龙溪漂流景区，阳光车站咨询电话：0571-64827497。景区班车：景区在千岛湖旅游码头停车场入口对面设有接待中心，可提供往返接送服务，预约电话：0571-24812481。,（38条）,http://www.jiulongxi.cn/
狮峰,在美丽的杭州西子湖畔群山之中，有一座狮峰山，山上林木葱茏，片片茶园碧绿苍翠，九溪十八涧蜿蜒其间，流水潺潺，云雾缭绕，土层深厚，气候温和，得天独厚的生态环境孕育着亨誉世界的“四绝”佳茗——西湖狮峰龙井茶。,杭州市龙井路114号,"
            ",免费,乘坐27路高峰线;27路高峰线[吴山夜市交通管制],（10条）,
郁达夫故居,郁达夫故居，位于富春江南岸的郁达夫公园内。当时是满洲弄，解放后称达夫弄。故居坐北朝南，面临富春江，郁氏三兄弟（郁华、郁文、郁浩）都出生在这里，并在此度过了童年。1998年，因旧城改造移地重建。2003年2月，郁达夫故居正式对外开放。郁达夫（1896—1945）名文，杰出的爱国主义者和反法西斯文化战士，中国现代著名作家和诗人。他旅居日本后，曾多次回家，期间写下了“绝交流俗因耽懒，出卖文章为买书”的对联和一些诗作。父亲郁企曾，母亲陆氏。长兄郁曼陀、二兄郁浩（养吾）、姐郁凤珍。父亲早年去世，母亲陆氏兼父职，操持家务。,杭州市富阳区达夫弄1号（郁达夫公园内）,大概为9:00-17:00左右,免费,乘坐601路公交至富阳区实验小学下车，步行可达。,（11条）,
天子地,天子地生态风景旅游区位于桐庐县西南45公里的百江镇罗山村境内，天子地东毗邻瑶琳仙境，西紧贴千岛湖，属“两江一湖”国家风景区的一个组成部分，天子地总面积4平方公里。天子地得名于南朝开国皇帝刘裕呱呱落地之处的传说故事。其名经逾千年不改，天子遗风仍然流连在这片神奇的土地上。整个天子地风景区由民俗风情休闲、幽谷溪瀑、地下溶洞和高山揽胜四大游览区组成，彰显“荟萃桐庐富春山水美景于一身”般的神奇魅力，既是令人神往的生态旅游胜地，又是休闲度假的绝佳去处。,杭州市桐庐县西南45公里的百江镇罗山村境内,"
            ",,,（11条）,
天目溪漂流,"天目溪是富春江上的一条支流,水质清澈,摇曳的水草,形态不一的鹅卵石清晰见底,溪流蜿蜒曲折,一个滩连着一个滩,素有“溪有十八滩,一滩高一滩”之说。皮筏漂流选取冷坑至瑶琳大桥一段江面,行程约3公里,游客自操船桨,可一人游,众人游,划桨嬉水,任意东西,煞是逍遥，有精彩的鱼鹰(鸬鹚)捕鱼表演,游人可与鱼鹰拍照同乐,更可与竹筏船工对山歌。现景区开发出冬日漂流项目,让游客抱着农家特制的竹暖炉,边漂流边自助烧烤,在寒风中体验另一番情趣。",杭州市桐庐县瑶琳镇,"
            ",,,（39条）,http://www.tmxpl.com/
福堤,福堤位于杭州西溪国家湿地公园内，是一条大致南北方向的路堤。福堤将西溪国家湿地公园分为东西两个部分，福堤的南端接天目山路，入口距离天目山路华坞路口约五十米，福堤的北段接文二西路。从天目山路西溪国家湿地公园福堤入口沿着福堤往北走，沿途依次经过高庄、交芦庵、曲水庵、洪钟别业，河渚街等主要景点。,杭州市西湖区天目山路西溪湿地公园内,夏令(4月1日-10月31日)；周一至周五08:00-18:30，周六至周日及节假日07:30-18:30；冬令(11月1日至次年3月31日)；周一至周五08:15-17:30；周六至周日及节假日08:00-17:30,免费,乘做83路;86路;86路快线到西溪湿地北门下车,（10条）,
杭州西溪3D奇幻艺术馆,西溪3D奇幻艺术馆是由国内多位顶级油画大师，历经数月创作的大型3D艺术油画，奇幻艺术馆必将成为独特、超前、奇幻的西溪旅游产业强势旅游文化产品。奇幻艺术将普通的平面介质变成3次元立体介质的视觉效果，将传统绘画概念转变成全新的艺术形式。再融入现代科技元素与现代生活元素，另其不仅可以观看，更可以生临其境亲身体验。无论儿童、青年、老年各种群体都可轻松参与，通过摆出各种POSE与画面结合拍摄，与艺术作品融为一体，收获惊喜不断。艺术馆展出面积共计1500余平米，共有国内顶级绘画大师创作的60多幅油画作品，是休闲度假、放松心情、享受艺术、陶冶情操、开拓视野的好去处。,杭州市文二西路777号西溪湿地北门,"
            ",,9:00-21:00（20:30之后，景区停止售票）,（14条）,
昭明禅寺,,浙江省临安市东天目山,"
            ",,,（19条）,
