title,type,house,area,price,lease,region,floor,orient,elevator,parking
合租 · 时代长岛之春 4室1厅,4室1厅2卫,合租,13㎡,2060,1~2年,滨江,1/6层,朝南,暂无数据,暂无数据
合租 · 龙湖春江彼岸 4室1厅,4室1厅1卫,合租,9㎡,1660,1~2年,滨江,26/33层,朝西北,暂无数据,暂无数据
合租 · 龙湖春江彼岸 3室1厅,3室1厅1卫,合租,8㎡,1560,1~2年,滨江,15/33层,朝南,暂无数据,暂无数据
世茂之西湖 1室1厅 4300元,1室1厅1卫,租赁方式未知,49㎡,4300,暂无数据,滨江,中楼层/33层,朝南,有,暂无数据
合租 · 龙湖春江彼岸 4室2厅,4室2厅2卫,合租,12㎡,1730,1~2年,滨江,28/33层,朝北,暂无数据,暂无数据
奥体公寓  生活方便 交通便利,1室1厅1卫,租赁方式未知,71㎡,6500,暂无数据,滨江,中楼层/26层,朝南,有,暂无数据
合租 · 冠山小区 4室1厅,4室1厅2卫,合租,6㎡,1430,1~2年,滨江,6/34层,朝南,暂无数据,暂无数据
滨江宝龙城市广场 1室0厅 5500元,1室0厅1卫,租赁方式未知,60㎡,5500,暂无数据,滨江,高楼层/24层,朝南,暂无数据,暂无数据
合租 · 冠山小区 3室1厅,3室1厅1卫,合租,13㎡,1960,1~2年,滨江,29/34层,朝南,暂无数据,暂无数据
世茂之西湖 1室1厅 4500元,1室1厅1卫,租赁方式未知,47㎡,4500,暂无数据,滨江,高楼层/33层,朝西南,有,暂无数据
合租 · 缤纷东院 5室1厅,5室1厅2卫,合租,15㎡,2260,1~2年,滨江,22/32层,朝东,暂无数据,暂无数据
合租 · 莱蒙水榭春天 4室1厅,4室1厅1卫,合租,12㎡,1990,6~12个月,滨江,24/32层,朝南,暂无数据,暂无数据
合租 · 万科璞悦湾 3室1厅,3室1厅1卫,合租,13㎡,2460,6~12个月,滨江,4/8层,朝南,暂无数据,暂无数据
整租 · 金龙大厦 1室1厅,1室1厅1卫,整租,52㎡,4360,6~12个月,滨江,20/27层,朝东,暂无数据,暂无数据
万科逸天广场 4室2厅 15000元,4室2厅3卫,租赁方式未知,191㎡,15000,暂无数据,滨江,低楼层/23层,朝南,有,暂无数据
整租 · 楼层高，采光好，户型好，南北通透，可以长期出租,3室2厅2卫,整租,88㎡,5500,1年以内,滨江,高楼层/18层,朝南 北,暂无数据,暂无数据
整租 · 兴耀鑫都汇 1室0厅 60000元,1室0厅0卫,整租,497㎡,60000,3年以上,滨江,低楼层/20层,朝东南,有,暂无数据
合租 · 缤纷东院 4室1厅,4室1厅1卫,合租,16㎡,1857,1~2年,滨江,2/33层,朝南,暂无数据,暂无数据
整租 · 自住装修，采光良好，视野开阔，拎包入住！,2室2厅1卫,整租,86㎡,5000,1年以内,滨江,中楼层/11层,朝南,有,暂无数据
合租 · 莱蒙水榭春天 5室1厅,5室1厅2卫,合租,13㎡,1740,1~2年,滨江,10/33层,朝南,暂无数据,暂无数据
整租 · 东方金座 1室1厅,1室1厅1卫,整租,80㎡,8000,1~2年,上城,8/23层,朝西南,有,暂无数据
整租 · 东方金座 1室0厅,1室0厅1卫,整租,58㎡,6800,1~3个月,上城,9/23层,朝南,有,暂无数据
整租 · 东方金座 1室0厅,1室0厅1卫,整租,40㎡,6200,1年以内,上城,22/23层,朝北,有,暂无数据
整租 · 东方金座 1室1厅,1室1厅1卫,整租,80㎡,8000,1~3个月,上城,18/23层,朝西南,有,暂无数据
合租 · 望江家园西园 4室1厅,4室1厅2卫,合租,20㎡,2300,6~12个月,上城,3/6层,朝北,无,租用车位
整租 · 复兴南苑 2室1厅,2室1厅1卫,整租,48㎡,3800,1~2年,上城,3/6层,朝南,无,暂无数据
整租 · 十亩田家园 2室1厅,2室1厅1卫,整租,38㎡,3500,1~2年,上城,6/6层,朝南,无,暂无数据
整租 · 建国南苑 2室1厅,2室1厅1卫,整租,47㎡,3500,1~2年,上城,6/7层,朝南,无,暂无数据
合租 · 望江家园西园 4室0厅,4室0厅4卫,合租,49㎡,4000,1~2年,上城,5/6层,朝西南,无,暂无数据
合租 · 望江家园西园 4室0厅,4室0厅4卫,合租,20㎡,2100,1~2年,上城,5/6层,朝南,无,暂无数据
合租 · 钱江时代公寓 6室2厅,6室2厅5卫,合租,30㎡,3100,1~2年,上城,24/24层,朝南,有,暂无数据
整租 · 直大方伯 2室1厅,2室1厅1卫,整租,52㎡,3500,1~2年,上城,7/7层,朝南,无,暂无数据
整租 · 上水陆寺巷 2室1厅,2室1厅1卫,整租,53㎡,4000,1~2年,上城,4/7层,朝南,无,暂无数据
整租 · 凤山花苑 3室2厅,3室2厅2卫,整租,135㎡,8500,1~3年,上城,7/16层,朝南,有,暂无数据
整租 · 保安桥直街 2室1厅,2室1厅1卫,整租,53㎡,4000,1~2年,上城,3/6层,朝南,无,暂无数据
整租 · 直箭道巷 2室1厅,2室1厅1卫,整租,46㎡,3500,1年以上,上城,2/7层,朝南,无,暂无数据
整租 · 平安里 2室1厅,2室1厅1卫,整租,53㎡,4000,1年,上城,3/7层,朝南,无,暂无数据
整租 · 保安桥直街 2室1厅,2室1厅1卫,整租,65㎡,4200,1~2年,上城,5/6层,朝南,无,暂无数据
整租 · 西湖大道261、263、265号 2室1厅,2室1厅1卫,整租,60㎡,8800,1年以内,上城,4/7层,朝向暂无,暂无数据,暂无数据
合租 · 望江新园一园 4室1厅,4室1厅1卫,合租,15㎡,1600,3~12个月,上城,16/24层,朝东,暂无数据,租用车位
合租 · 万安城市花园东苑 4室2厅 跃层,4室2厅3卫,合租,35㎡,3800,1~3个月,上城,11/11层,朝东南,有,租用车位
合租 · 望江家园东园 5室1厅,5室1厅2卫,合租,15㎡,1500,2~12个月,上城,6/7层,朝东南,无,暂无数据
整租 · 望江家园西园 1室1厅 跃层,1室1厅1卫,整租,45㎡,3650,1~3个月,上城,6/7层,朝南,无,租用车位
合租 · 钱塘人家 7室0厅,7室0厅2卫,合租,10㎡,1550,1~2年,上城,11/18层,朝南,有,暂无数据
合租 · 望江家园西园 4室0厅,4室0厅3卫,合租,10㎡,1500,1年以内,上城,6/7层,朝西北,无,暂无数据
整租 · 老浙大横路一弄 2室1厅,2室1厅1卫,整租,55㎡,4200,1~2年,上城,3/7层,朝南,无,租用车位
合租 · 中山御庭 6室1厅 跃层,6室1厅1卫,合租,10㎡,2000,1~2年,上城,5/5层,朝南,无,暂无数据
合租 · 婺江家园三园 5室1厅,5室1厅3卫,合租,25㎡,2350,1~24个月,上城,24/30层,朝东南,暂无数据,租用车位
整租 · 平安里 1室1厅,1室1厅1卫,整租,40㎡,3500,1年以上,上城,1/4层,朝南,无,暂无数据
莫干山路70号 2室1厅 3800元,2室1厅1卫,租赁方式未知,60㎡,3800,暂无数据,拱墅,中楼层/5层,朝南,无,暂无数据
整租 · 紫荆家园 中间楼层  采光无遮挡 干净清爽,1室0厅1卫,整租,42㎡,3800,1年以内,拱墅,中楼层/5层,朝南,无,暂无数据
合租 · 雍荣华庭 5室1厅,5室1厅2卫,合租,10㎡,1300,7~12个月,拱墅,10/24层,朝北,暂无数据,租用车位
仓基新村 2室1厅 3500元,2室1厅1卫,租赁方式未知,50㎡,3500,暂无数据,拱墅,高楼层/7层,朝南,无,暂无数据
德信晓宸 3室1厅 5800元,3室1厅1卫,租赁方式未知,89㎡,5800,暂无数据,拱墅,低楼层/22层,朝南 北,有,暂无数据
整租 · 天时苑三室两厅一厨两卫的房子，现已空置。,3室2厅1卫,整租,96㎡,4900,暂无数据,拱墅,中楼层/7层,朝南 北,无,暂无数据
星河明苑 2室1厅 4900元,2室1厅1卫,租赁方式未知,61㎡,4900,暂无数据,拱墅,中楼层/18层,朝西北,有,暂无数据
整租 · 黄龙金茂悦 3室2厅 6100元,3室2厅2卫,整租,89㎡,6100,3年以上,拱墅,低楼层/27层,朝南 北,暂无数据,暂无数据
整租 · 金地繁华里 3室1厅 5500元,3室1厅1卫,整租,89㎡,5500,1年以内,拱墅,低楼层/15层,朝南,暂无数据,暂无数据
半道红小区 2室1厅 3300元,2室1厅1卫,租赁方式未知,50㎡,3300,暂无数据,拱墅,中楼层/6层,朝南,无,暂无数据
房东自己重新做了装修，保养的很好，.拎包入住,3室2厅1卫,租赁方式未知,89㎡,5600,暂无数据,拱墅,低楼层/15层,朝南 北,暂无数据,暂无数据
户型方正，居住环境安静，舒适三房，带给您家的温馨,3室1厅1卫,租赁方式未知,65㎡,5800,暂无数据,拱墅,中楼层/14层,朝南,有,暂无数据
合租 · 雍荣华庭 4室1厅,4室1厅2卫,合租,12㎡,1495,3~12个月,拱墅,21/30层,朝南,暂无数据,租用车位
合租 · 雍荣华庭 4室1厅,4室1厅2卫,合租,11㎡,1505,1~2年,拱墅,19/30层,朝南,暂无数据,暂无数据
整租 · 耀翔悦尚 3室1厅,3室1厅1卫,整租,90㎡,4400,7~12个月,拱墅,21/24层,朝东南,有,租用车位
合租 · 融信学院府 4室1厅,4室1厅2卫,合租,25㎡,2500,1~2年,拱墅,12/18层,朝南,暂无数据,租用车位
整租 · 蓝钻天成   高档成熟公寓  诚心出租,1室1厅1卫,整租,43㎡,3500,1年以内,拱墅,中楼层/21层,朝南,有,暂无数据
富越香郡盈座 3室1厅 4800元,3室1厅1卫,租赁方式未知,66㎡,4800,暂无数据,拱墅,低楼层/25层,朝北,有,暂无数据
整租 · 绍兴新村 2室1厅 3500元,2室1厅1卫,整租,51㎡,3500,暂无数据,拱墅,中楼层/5层,朝南,无,暂无数据
登云路154号 1室1厅 1500元,1室1厅1卫,租赁方式未知,20㎡,1500,暂无数据,拱墅,高楼层/7层,朝北,无,暂无数据
蓝色霞湾 2室2厅 5600元,2室2厅1卫,租赁方式未知,100㎡,5600,暂无数据,拱墅,中楼层/11层,朝南,有,暂无数据
万家花城二期 3室1厅 5800元,3室1厅1卫,租赁方式未知,89㎡,5800,暂无数据,拱墅,低楼层/18层,朝南,有,暂无数据
上岛公馆 两室朝南精装 交通方便 环境优雅 诚租 可看,2室1厅1卫,租赁方式未知,89㎡,5200,暂无数据,拱墅,中楼层/20层,朝南,有,暂无数据
整租 · 适合一家人居住，温馨两房，刚需的正适合,2室1厅1卫,整租,48㎡,3300,2~3年,拱墅,高楼层/6层,朝南 北,无,暂无数据
整租 · 两室朝南电梯房， 家电齐*，临运河公交总站,2室1厅1卫,整租,65㎡,3300,1年以内,拱墅,高楼层/19层,朝南,有,租用车位
整租 · 大面积3房这样的价格在凯德湖墅很实惠,2室1厅1卫,整租,90㎡,6800,1~2年,拱墅,低楼层/18层,朝南,有,暂无数据
景致公寓 2室1厅 4800元,2室1厅1卫,租赁方式未知,86㎡,4800,暂无数据,拱墅,高楼层/23层,朝西南,暂无数据,暂无数据
整租 · 虎山公园 天然氧吧 田园牧歌 御田清庭 首开望辰 精装,3室2厅2卫,整租,89㎡,5200,暂无数据,拱墅,高楼层/11层,朝南,暂无数据,暂无数据
锦绣文澜阁 2室2厅 4100元,2室2厅1卫,租赁方式未知,79㎡,4100,暂无数据,拱墅,低楼层/24层,朝南,有,暂无数据
整租 · 丁桥景园南苑 中等装修 低楼层 配套齐*,2室1厅1卫,整租,78㎡,2800,1~2年,江干,低楼层/16层,朝南,有,暂无数据
丁桥兰苑 2室2厅 3000元,2室2厅1卫,租赁方式未知,84㎡,3000,暂无数据,江干,高楼层/12层,朝南 北,有,暂无数据
整租 · 地铁绿城杨柳郡 3室2厅 6500元,3室2厅1卫,整租,91㎡,6500,1~2年,江干,中楼层/11层,朝南,暂无数据,暂无数据
整租 · 西子阳光星城 1室1厅,1室1厅1卫,整租,50㎡,2500,6个月以上,江干,10/25层,朝南,有,暂无数据
景芳一区 2室1厅 4500元,2室1厅1卫,租赁方式未知,58㎡,4500,暂无数据,江干,高楼层/7层,朝南,无,暂无数据
次新小区上实海上海出租 小区门口就是教育集团,3室1厅2卫,租赁方式未知,89㎡,4000,暂无数据,余杭,中楼层/26层,朝南,暂无数据,暂无数据
相墅花园 2室1厅 3000元,2室1厅1卫,租赁方式未知,60㎡,3000,暂无数据,萧山,高楼层/6层,朝南,无,暂无数据
湘湖九号 2室1厅 5000元,2室1厅2卫,租赁方式未知,114㎡,5000,暂无数据,萧山,中楼层/17层,朝南,有,暂无数据
香山四季公馆 3室1厅 3100元,3室1厅2卫,租赁方式未知,80㎡,3100,暂无数据,萧山,高楼层/19层,朝南,有,暂无数据
整租 · 三江新村 2室1厅 4000元,2室1厅1卫,整租,61㎡,4000,3年以上,萧山,中楼层/5层,朝南,暂无数据,暂无数据
滨江东方海岸(萧山) 4室1厅 5500元,4室1厅2卫,租赁方式未知,89㎡,5500,暂无数据,萧山,高楼层/27层,朝南,暂无数据,暂无数据
龙湖春江天玺 4室2厅 7800元,4室2厅2卫,租赁方式未知,119㎡,7800,暂无数据,萧山,高楼层/34层,朝南,有,暂无数据
广泽小区 3室1厅 3000元,3室1厅1卫,租赁方式未知,75㎡,3000,暂无数据,萧山,中楼层/30层,朝南,暂无数据,暂无数据
利二花苑 2室0厅 3700元,2室0厅1卫,租赁方式未知,56㎡,3700,暂无数据,萧山,低楼层/34层,朝南,暂无数据,暂无数据
新惠名苑 1室2厅 2800元,1室2厅1卫,租赁方式未知,75㎡,2800,暂无数据,萧山,中楼层/18层,朝南,有,暂无数据
绿都御景蓝湾 4室1厅 3800元,4室1厅2卫,租赁方式未知,89㎡,3800,暂无数据,萧山,低楼层/11层,朝南,暂无数据,暂无数据
佳丰北苑 2室1厅 3600元,2室1厅1卫,租赁方式未知,74㎡,3600,暂无数据,萧山,低楼层/16层,朝南,有,暂无数据
新丽名苑 2室1厅 3600元,2室1厅1卫,租赁方式未知,80㎡,3600,暂无数据,萧山,高楼层/24层,朝南,暂无数据,暂无数据
中誉现代城 3室1厅 4800元,3室1厅2卫,租赁方式未知,100㎡,4800,暂无数据,萧山,高楼层/6层,朝南,无,暂无数据
江南摩卡 3室2厅 4500元,3室2厅2卫,租赁方式未知,125㎡,4500,暂无数据,萧山,低楼层/14层,朝南,有,暂无数据
金马同盛 2室1厅 3500元,2室1厅1卫,租赁方式未知,90㎡,3500,暂无数据,萧山,低楼层/17层,朝东南,有,暂无数据
南城景园 2室1厅 2500元,2室1厅1卫,租赁方式未知,87㎡,2500,暂无数据,萧山,中楼层/6层,朝南,暂无数据,暂无数据
花城名苑 2室1厅 3350元,2室1厅1卫,租赁方式未知,80㎡,3350,暂无数据,萧山,高楼层/6层,朝南,暂无数据,暂无数据
通和戈雅公寓 3室2厅 5000元,3室2厅2卫,租赁方式未知,150㎡,5000,暂无数据,萧山,高楼层/32层,朝南,有,暂无数据
德意空港国际 3室1厅 3200元,3室1厅1卫,租赁方式未知,97㎡,3200,暂无数据,萧山,中楼层/12层,朝南,暂无数据,暂无数据
三江花园(萧山) 3室2厅 5700元,3室2厅2卫,租赁方式未知,146㎡,5700,暂无数据,萧山,中楼层/23层,朝南,有,暂无数据
丰瑞北苑 2室1厅 4000元,2室1厅1卫,租赁方式未知,60㎡,4000,暂无数据,萧山,高楼层/15层,朝南,暂无数据,暂无数据
金地德圣中心 1室1厅 3600元,1室1厅1卫,租赁方式未知,50㎡,3600,暂无数据,萧山,高楼层/25层,朝西,有,暂无数据
盛达名苑 2室1厅 2500元,2室1厅1卫,租赁方式未知,50㎡,2500,暂无数据,萧山,低楼层/6层,朝南,无,暂无数据
众安嘉润公馆 1室1厅 4000元,1室1厅1卫,租赁方式未知,55㎡,4000,暂无数据,萧山,低楼层/30层,朝南,有,暂无数据
金地德圣中心 1室1厅 3650元,1室1厅1卫,租赁方式未知,50㎡,3650,暂无数据,萧山,高楼层/25层,朝南,有,暂无数据
整租 · 中粮方圆府 1室1厅 3000元,1室1厅1卫,整租,47㎡,3000,1年以内,下城,中楼层/17层,朝北,有,暂无数据
嘉绿西苑 2室1厅 5000元,2室1厅1卫,租赁方式未知,89㎡,5000,暂无数据,西湖,中楼层/5层,朝南,无,暂无数据
整租 · 半毛胚大五房！！！！！！！！！！！！,5室3厅4卫,整租,494㎡,20000,1年以内,余杭,高楼层/4层,朝南 北,无,暂无数据
整租 · 小区环境好万科物业，大面积两房，拎包入住。,2室2厅1卫,整租,95㎡,5500,1年以内,滨江,低楼层/11层,朝南,有,暂无数据
整租 · 城南家园 2室1厅,2室1厅1卫,整租,59㎡,4200,4个月以上,上城,1/21层,朝南,有,租用车位
好房急租 价格便宜机不可失 看房联系,2室1厅1卫,租赁方式未知,56㎡,2800,暂无数据,拱墅,高楼层/7层,朝南,无,暂无数据
整租 · 三房两卫的毛坯房，房东诚心出租的。,3室2厅2卫,整租,120㎡,2500,1年以内,江干,高楼层/23层,朝东 南,有,暂无数据
合租 · 湾南德盛东苑 4室1厅,4室1厅2卫,合租,15㎡,1240,4~12个月,江干,5/18层,朝南,暂无数据,租用车位
整租 · 小区位置好，一线江景房，楼层好，业主诚心出租。,7室2厅3卫,整租,237㎡,8000,1~2年,江干,高楼层/4层,朝南,无,暂无数据
整租 · 世茂江滨商业中心 1室0厅 2400元,1室0厅1卫,整租,39㎡,2400,1年以内,江干,中楼层/28层,朝东,有,暂无数据
整租 · 西苑大三房 首 次出租 是您一家人的不二选择,3室1厅1卫,整租,64㎡,5000,3年以上,江干,中楼层/25层,朝南,暂无数据,暂无数据
整租 · 东亚新干线 1室1厅 LOFT,1室1厅1卫,整租,47㎡,3300,1~12个月,江干,5/11层,朝东南,暂无数据,租用车位
滨江凯旋门 2室1厅 7800元,2室1厅1卫,租赁方式未知,88㎡,7800,暂无数据,江干,低楼层/27层,朝南,有,暂无数据
合租 · 八堡家园 4室1厅,4室1厅2卫,合租,12㎡,1009,4~12个月,江干,15/15层,朝北,暂无数据,租用车位
合租 · 城发云锦城 3室1厅,3室1厅1卫,合租,14㎡,670,4~24个月,江干,13/33层,朝北,有,租用车位
合租 · 城发云锦城 3室1厅,3室1厅1卫,合租,17㎡,830,4~24个月,江干,13/33层,朝南,有,租用车位
华元十六街区 1室0厅 2000元,1室0厅1卫,租赁方式未知,44㎡,2000,暂无数据,江干,低楼层/16层,朝南 北,有,暂无数据
三房简装 领包入住 莅临地铁,3室1厅2卫,租赁方式未知,88㎡,4000,暂无数据,江干,高楼层/7层,朝南 北,有,暂无数据
整租 · 景芳板块万科开发商装修的小区，两大房间家一个书房,3室2厅1卫,整租,90㎡,7200,1~2年,江干,低楼层/26层,朝南 北,暂无数据,暂无数据
泰美国际大厦 2室2厅 5500元,2室2厅1卫,租赁方式未知,90㎡,5500,暂无数据,江干,低楼层/22层,朝南,暂无数据,暂无数据
裕园公寓 2室1厅 3000元,2室1厅1卫,租赁方式未知,68㎡,3000,暂无数据,江干,高楼层/7层,朝南,无,暂无数据
整租 · 东亚新干线 2室1厅 LOFT,2室1厅1卫,整租,90㎡,3500,3~12个月,江干,2/11层,朝南,暂无数据,租用车位
金隅空港公馆 2室1厅 2800元,2室1厅1卫,租赁方式未知,62㎡,2800,暂无数据,江干,低楼层/21层,朝北,暂无数据,暂无数据
保利湾天地二期 3室2厅 4300元,3室2厅2卫,租赁方式未知,112㎡,4300,暂无数据,江干,高楼层/33层,朝南,有,暂无数据
整租 · 东亚新干线 2室1厅 LOFT,2室1厅1卫,整租,55㎡,3300,1~12个月,江干,2/11层,朝西北,暂无数据,租用车位
合租 · 海景城花园 5室1厅,5室1厅2卫,合租,20㎡,1500,3~12个月,江干,6/6层,朝南,暂无数据,免费使用
世茂江滨商业中心 1室1厅 3000元,1室1厅1卫,租赁方式未知,61㎡,3000,暂无数据,江干,高楼层/28层,朝南,有,暂无数据
世茂东壹号 3室2厅 4000元,3室2厅1卫,租赁方式未知,89㎡,4000,暂无数据,江干,中楼层/16层,朝南 北,有,暂无数据
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,57㎡,2699,1~12个月,江干,16/23层,朝南,暂无数据,租用车位
中豪国际 3室1厅 4500元,3室1厅1卫,租赁方式未知,46㎡,4500,暂无数据,江干,高楼层/14层,朝东,暂无数据,暂无数据
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,61㎡,2699,1~12个月,江干,5/23层,朝南,暂无数据,租用车位
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,47㎡,2599,1~12个月,江干,20/23层,朝南,暂无数据,租用车位
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,57㎡,2599,1~12个月,江干,18/23层,朝南,暂无数据,租用车位
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,57㎡,2999,1~12个月,江干,3/23层,朝南,暂无数据,租用车位
合租 · 长睦锦苑 4室1厅,4室1厅2卫,合租,12㎡,750,4~12个月,江干,14/14层,朝北,暂无数据,租用车位
合租 · 新城红郡 4室1厅,4室1厅2卫,合租,15㎡,840,4~12个月,江干,19/23层,朝南,暂无数据,租用车位
整租 · 万家花城一期 3室2厅,3室2厅1卫,整租,89㎡,4700,7~12个月,拱墅,20/25层,朝东南,有,租用车位
万家花城二期 3室1厅 7000元,3室1厅1卫,租赁方式未知,89㎡,7000,暂无数据,拱墅,中楼层/18层,朝南,有,暂无数据
蚕花园永安坊 2室1厅 3300元,2室1厅1卫,租赁方式未知,50㎡,3300,暂无数据,拱墅,低楼层/7层,朝南,无,暂无数据
整租 · 中等装修两居室出租，房子户型方正，干净清爽,2室1厅1卫,整租,54㎡,3500,1~2年,拱墅,高楼层/7层,朝南,无,暂无数据
整租 · 国铁建双湾国际 ，配套齐*，拎包入住,1室1厅1卫,整租,41㎡,3600,1~2年,拱墅,中楼层/19层,朝南 北,有,暂无数据
云河大厦 拎包入住 价格实惠 强烈推荐,1室1厅1卫,租赁方式未知,51㎡,3300,暂无数据,拱墅,高楼层/18层,朝南,有,暂无数据
合租 · 东方福邸 4室2厅,4室2厅2卫,合租,25㎡,1800,6~12个月,拱墅,15/24层,朝南,暂无数据,租用车位
易构大厦 1室1厅 1500元,1室1厅1卫,租赁方式未知,42㎡,1500,1~3个月,拱墅,中楼层/16层,朝南,有,暂无数据
小河路365号 2室1厅 3300元,2室1厅1卫,租赁方式未知,55㎡,3300,暂无数据,拱墅,低楼层/6层,朝南,无,暂无数据
整租 · 一楼，采光好，有院子，拎包入住,2室1厅1卫,整租,51㎡,3600,2~3年,拱墅,低楼层/6层,朝南,无,暂无数据
都市水乡水涟苑 3室1厅 3800元,3室1厅1卫,租赁方式未知,89㎡,3800,暂无数据,拱墅,低楼层/11层,朝南,有,暂无数据
宝嘉誉峰 3室2厅 7500元,3室2厅2卫,租赁方式未知,119㎡,7500,暂无数据,拱墅,高楼层/23层,朝南,暂无数据,暂无数据
合租 · 阳光郡 4室1厅,4室1厅2卫,合租,25㎡,2400,7~12个月,拱墅,15/28层,朝南,有,租用车位
整租 · 东方福邸，品牌开发商，两居室，精装修，看房方便,2室2厅2卫,整租,87㎡,9900,1~2年,拱墅,高楼层/21层,朝南,有,暂无数据
整租 · 干净清爽两房，房东自住装修，拎包入住,2室1厅1卫,整租,61㎡,3500,1~2年,拱墅,高楼层/6层,朝东 西,无,暂无数据
整租 · 远洋杭州大运河商务区高档公寓靠乐堤港拎包入住,1室0厅1卫,整租,46㎡,4500,1~2年,拱墅,高楼层/18层,朝南,暂无数据,暂无数据
整租 · 大悦城*，装修干净清爽，适合年轻人居住,2室1厅1卫,整租,57㎡,3100,3年以上,拱墅,高楼层/6层,朝南 北,暂无数据,暂无数据
整租 · 房子很好，适合一家人居住，温馨两房,2室1厅1卫,整租,48㎡,3800,1年以内,拱墅,中楼层/5层,朝南 北,无,暂无数据
大关东五苑 3室2厅 4000元,3室2厅1卫,租赁方式未知,90㎡,4000,暂无数据,拱墅,高楼层/6层,朝南,无,暂无数据
整租 · 此房，通透，视野开阔，交通便利，配套设施齐*,3室2厅2卫,整租,89㎡,6500,1年以内,拱墅,中楼层/27层,朝南,暂无数据,暂无数据
风景大院 3室2厅 5800元,3室2厅2卫,租赁方式未知,117㎡,5800,暂无数据,拱墅,中楼层/18层,朝东,有,暂无数据
塘河南村 3室2厅 4000元,3室2厅1卫,租赁方式未知,75㎡,4000,暂无数据,拱墅,高楼层/6层,朝南,无,暂无数据
整租 · 为你而选 紫荆家园 诚心出租 两房朝南 自住装修,2室1厅1卫,整租,90㎡,5200,2~3年,拱墅,低楼层/6层,朝南 北,无,暂无数据
凯德湖墅 1室1厅 4500元,1室1厅1卫,租赁方式未知,56㎡,4500,暂无数据,拱墅,高楼层/18层,朝南,有,暂无数据
和睦院 2室1厅 4000元,2室1厅1卫,租赁方式未知,73㎡,4000,暂无数据,拱墅,中楼层/11层,朝南 北,有,暂无数据
仓基新村 2室1厅 4100元,2室1厅2卫,租赁方式未知,52㎡,4100,暂无数据,拱墅,低楼层/7层,朝南,无,暂无数据
整租 · 左家新村 1室1厅 2900元,1室1厅1卫,整租,41㎡,2900,暂无数据,拱墅,低楼层/7层,朝南,无,暂无数据
德胜新村 2室1厅 3300元,2室1厅1卫,租赁方式未知,60㎡,3300,暂无数据,拱墅,高楼层/7层,朝南,无,暂无数据
整租 · 沈塘桥，浙江广电*交通方便，生活便利，装修清爽,2室1厅1卫,整租,56㎡,4000,1~2年,拱墅,低楼层/5层,朝南,无,暂无数据
整租 · 凤凰城广场 2室1厅,2室1厅1卫,整租,69㎡,6000,1~12个月,上城,19/30层,朝南,有,暂无数据
整租 · 浣纱路5号 1室1厅,1室1厅1卫,整租,45㎡,7500,1年以内,上城,2/7层,朝向暂无,暂无数据,暂无数据
整租 · 河坊街137号 2室1厅,2室1厅1卫,整租,68㎡,8800,1~12个月,上城,1/1层,朝南,暂无数据,暂无数据
整租 · 十三湾巷 2室1厅,2室1厅1卫,整租,64㎡,6800,1~12个月,上城,4/6层,朝南,无,暂无数据
整租 · 中山南路423-445号 3室1厅,3室1厅1卫,整租,95㎡,8500,1~12个月,上城,1/6层,朝南,暂无数据,暂无数据
整租 · 城头巷 1室0厅,1室0厅1卫,整租,22㎡,2880,1~3个月,上城,4/4层,朝北,暂无数据,暂无数据
整租 · 城南家园 2室1厅,2室1厅1卫,整租,47㎡,3300,4个月以上,上城,1/21层,朝南,有,租用车位
合租 · 金隆花园 5室1厅,5室1厅1卫,合租,15㎡,1000,2~12个月,上城,16/18层,朝东,有,暂无数据
合租 · 钱江御府 4室1厅,4室1厅2卫,合租,15㎡,1800,暂无数据,上城,16/20层,朝北,暂无数据,暂无数据
整租 · 孝子坊 2室1厅,2室1厅1卫,整租,76㎡,7500,1年以内,上城,1/7层,朝向暂无,暂无数据,暂无数据
整租 · 十亩田家园 2室1厅 复式,2室1厅1卫,整租,75㎡,7000,1~12个月,上城,5/5层,朝南,无,租用车位
整租 · 劳动路 2室1厅,2室1厅1卫,整租,60㎡,6500,1~12个月,上城,2/6层,朝南,无,租用车位
整租 · 华光路 2室1厅,2室1厅1卫,整租,70㎡,7500,1~12个月,上城,地下3层,朝南,暂无数据,暂无数据
整租 · 后市街 3室1厅,3室1厅1卫,整租,72㎡,8800,1~12个月,上城,1/7层,朝南,暂无数据,暂无数据
整租 · 劳动路 2室1厅,2室1厅1卫,整租,85㎡,7000,1~12个月,上城,1/5层,朝南,无,暂无数据
整租 · 通润银座 2室1厅 LOFT,2室1厅1卫,整租,68㎡,5300,1~3个月,上城,13/18层,朝南,暂无数据,暂无数据
整租 · 华藏寺巷 1室1厅,1室1厅1卫,整租,55㎡,3800,1年,上城,3/5层,朝南,无,暂无数据
整租 · 光复路小区 2室1厅,2室1厅1卫,整租,80㎡,6000,3~12个月,上城,2/6层,朝南,暂无数据,暂无数据
合租 · 望江公寓 4室0厅,4室0厅2卫,合租,17㎡,2400,1~2年,上城,8/17层,朝南,有,暂无数据
合租 · 望江公寓 4室0厅,4室0厅2卫,合租,15㎡,2000,1~2年,上城,8/17层,朝南,有,暂无数据
