date,weather,max,min,power,direction
2013-12-27,晴,5,-4,4-5级~小于3级,西北风
2013-12-28,晴,7,-4,3-4级~小于3级,西南风
2013-12-29,多云转晴,10,-2,小于3级,西风
2014-01-13,阴,6,-1,3-4级,北风
2014-01-14,晴,7,-1,小于3级,西北风
2014-01-15,晴,11,0,小于3级,西南风
2014-01-16,多云,12,0,小于3级,东北风
2014-01-17,多云转晴,9,2,小于3级,西北风
2014-01-18,霾,10,0,小于3级,南风
2014-01-19,霾转多云,11,3,小于3级,南风
2013-12-30,晴,10,0,小于3级,西南风
2013-12-31,晴,16,2,小于3级,南风
2014-01-20,多云转晴,11,-2,小于3级~3-4级,西北风
2014-01-21,晴,8,-2,3-4级~小于3级,西北风
2014-01-22,晴,12,-1,小于3级,东南风
2014-01-23,晴,17,1,小于3级,南风
2014-01-24,多云,19,7,小于3级,南风
2014-01-25,阴转多云,11,5,小于3级~3-4级,东北风
2014-01-26,多云,11,2,4-5级,东风
2014-01-27,晴转多云,14,5,3-4级,南风
2014-01-28,阴转小雨,14,7,小于3级,东风
2014-01-29,多云转晴,20,8,小于3级,西风
2014-01-30,晴,23,9,小于3级,西北风
2014-01-31,霾转多云,24,12,小于3级,南风
2014-02-01,多云,23,13,小于3级,西北风
2014-02-02,多云,23,13,小于3级,东风
2014-02-03,小雨转阴,11,4,小于3级,东北风
2014-02-04,小雨,8,4,4-5级,东风
2014-02-05,小雨,8,6,小于3级,北风
2014-02-06,小雨转中雨,8,4,小于3级,西北风
2014-02-07,小雨转阴,7,2,3-4级,北风
2014-02-08,阴转雨夹雪,3,1,小于3级,北风
2014-02-09,小雪,3,-1,3-4级~4-5级,北风
2014-02-10,多云,4,-3,4-5级~3-4级,西北风
2014-02-11,多云转阴,4,1,4-5级~3-4级,西北风
2014-02-12,中雪,4,0,小于3级,西北风
2014-02-13,阴转多云,7,1,小于3级,北风
2014-02-14,多云,10,0,小于3级,西北风
2014-02-15,小雨,9,5,小于3级,东风
2014-02-16,小雨,9,7,小于3级,西北风
2014-02-17,小雨转中雨,9,5,小于3级,西北风
2014-02-18,中雪转阴,4,-1,小于3级,西北风
2014-02-19,多云转晴,8,-3,3-4级,西风
2014-02-20,晴,10,0,小于3级,西南风
2014-02-21,多云,13,2,小于3级,东风
2014-02-22,多云,14,4,小于3级,西北风
2014-02-23,多云转小雨,10,5,小于3级,东风
2014-02-24,中雨转大雨,11,8,小于3级,东风
2014-02-25,小雨转阴,14,9,小于3级,西风
2014-02-26,多云,15,7,小于3级,东风
2014-02-27,小雨,12,9,小于3级,东风
2014-02-28,中雨转小雨,9,7,小于3级,东北风
2014-03-01,小雨转阴,10,4,小于3级,北风
2014-03-02,多云转阴,11,5,3-4级~小于3级,东风
2014-03-03,小雨,11,8,小于3级,东风
2014-03-04,阴转多云,12,6,小于3级,北风
2014-03-05,雨夹雪转阴,6,2,小于3级,东北风
2014-03-06,阴转小雨,8,2,小于3级,西北风
2014-03-07,小雨,7,5,3-4级,东风
2014-03-08,阴转多云,12,3,小于3级,西风
2014-03-09,晴,15,2,小于3级,西南风
2014-03-10,晴,15,5,小于3级,南风
2014-03-11,阵雨转小雨,17,11,小于3级,西南风
2014-03-12,小雨转多云,13,6,3-4级~小于3级,北风
2014-03-13,多云转晴,16,2,4-5级~小于3级,西南风
2014-03-14,晴,20,5,小于3级,西南风
2014-03-15,晴转多云,23,9,小于3级,南风
2014-03-16,阵雨转多云,25,13,小于3级,西南风
2014-03-17,多云,27,14,3-4级,南风
2014-03-18,多云转中雨,23,12,小于3级,东北风
2014-03-19,小雨转多云,13,8,小于3级~4-5级,北风
2014-03-20,阴转晴,15,4,4-5级,西北风
2014-03-21,晴,19,5,3-4级,西风
2014-03-22,晴转多云,23,7,小于3级,西北风
2014-03-23,多云,24,12,小于3级,南风
2014-03-24,阵雨,22,15,小于3级,西南风
2014-03-25,多云转阴,24,14,小于3级,南风
2014-03-26,多云,25,14,小于3级,东北风
2014-03-27,多云转阵雨,23,15,小于3级,西北风
2014-03-28,阵雨转中雨,22,17,小于3级,南风
2014-03-29,阴转多云,22,13,小于3级,东北风
2014-03-30,阵雨,17,12,小于3级,东风
2014-03-31,阴,18,10,小于3级,北风
2014-04-01,阴,19,11,3-4级~小于3级,西北风
2014-04-02,阴转阵雨,19,13,小于3级,东北风
2014-04-03,多云转晴,19,8,小于3级~3-4级,东北风
2014-04-04,晴,23,8,4-5级,北风
2014-04-05,晴转多云,18,9,小于3级~3-4级,东北风
2014-04-06,阵雨转阴,19,11,3-4级~小于3级,东南风
2014-04-07,阴转多云,22,12,小于3级,西南风
2014-04-08,多云,24,13,小于3级,西北风
2014-04-09,晴转多云,27,12,小于3级,北风
2014-04-10,多云转阵雨,25,15,小于3级,西风
2014-04-11,阵雨转中雨,21,16,小于3级~3-4级,西风
2014-04-12,阵雨转阴,19,14,小于3级,北风
2014-04-13,阴转多云,21,11,小于3级,东北风
2014-04-14,晴转多云,23,11,3-4级~小于3级,西北风
2014-04-15,阵雨,22,15,小于3级,北风
2014-04-16,多云转阵雨,28,17,3-4级,西风
2014-04-17,阴转多云,24,18,小于3级,东北风
2014-04-18,阵雨转中雨,18,14,小于3级,东风
2014-04-19,阵雨转阴,18,13,小于3级,北风
2014-04-20,阵雨转中雨,17,14,小于3级,东风
2014-04-21,小雨转阵雨,17,12,3-4级~小于3级,东北风
2014-04-22,多云,22,11,小于3级,西南风
2014-04-23,阴转阵雨,19,13,小于3级,南风
2014-04-24,阵雨,22,17,小于3级,东风
2014-04-25,中雨,21,16,小于3级~3-4级,东风
2014-04-26,阵雨转阴,23,17,3-4级,北风
2014-04-27,多云,23,14,小于3级,西风
2014-04-28,多云转晴,25,13,小于3级,西南风
2014-04-29,晴,26,13,3-4级~小于3级,东北风
2014-04-30,多云转晴,28,15,小于3级,西南风
2014-06-01,阵雨转阴,29,22,小于3级,西南风
2014-06-02,多云,30,21,小于3级,西北风
2014-06-03,多云,29,19,小于3级,西南风
2014-06-04,多云,29,19,3-4级,西南风
2014-06-05,多云,31,20,3-4级,西北风
2014-06-06,多云,32,22,小于3级,西风
2014-06-07,多云,32,22,小于3级,西风
2014-06-08,多云,32,22,小于3级,西风
2014-06-09,多云转阴,29,22,3-4级,东北风
2014-06-10,多云,30,21,东风转东北风小于3级,北风
2014-06-11,多云,30,20,东风小于3级,南风
2014-06-12,晴转多云,31,20,微风,西风
2014-06-13,晴转多云,33,20,东风小于3级,南风
2014-06-14,多云,32,23,东风3-4级,西北风
2014-06-15,多云转阵雨,30,24,东风小于3级,东北风
2014-06-16,阵雨转中雨,28,25,微风,西北风
2014-06-17,阴转多云,30,22,微风,西南风
2014-06-18,多云转阴,31,23,东风3-4级,西北风
2014-06-19,阵雨转雷阵雨,30,24,东风转南风小于3级,西北风
2014-06-20,中雨转大雨,26,23,东南风转东北风小于3级,北风
2014-06-21,中雨,24,22,微风,北风
2014-06-22,阵雨,26,21,东风小于3级,东风
2014-06-23,阴,28,20,东南风小于3级,西南风
2014-06-24,阵雨转中雨,24,21,东南风转东风小于3级,南风
2014-06-25,中雨,27,22,东风转东北风小于3级,西北风
2014-06-26,暴雨转中雨,26,22,东风小于3级,西北风
2014-06-27,阴转多云,29,22,东风小于3级,西南风
2014-06-28,阵雨,28,20,东风小于3级,南风
2014-06-29,阵雨转中雨,25,21,东风转东南风小于3级,西南风
2014-06-30,中雨转阵雨,26,20,东风小于3级,南风
2014-07-01,阵雨转中雨,29,23,东北风转东风小于3级,西南风
2014-07-02,阵雨转多云,30,23,微风转东风小于3级,东风
2014-07-03,多云转阵雨,30,23,东北风小于3级,东风
2014-07-04,阵雨转中雨,29,22,微风,东风
2014-07-05,阵雨,30,24,东南风转西北风小于3级,西北风
2014-07-06,阴转多云,31,23,东风小于3级,西北风
2014-07-07,多云,31,23,东北风小于3级转4-5级,东北风
2014-07-08,多云,33,24,东北风4-5级转3-4级,北风
2014-07-09,多云转晴,35,25,东北风3-4级转小于3级,西南风
2014-07-10,多云转雷阵雨,35,26,东风小于3级,西北风
2014-07-11,阵雨转中雨,32,26,小于3级,西风
2014-07-12,雷阵雨转大雨,30,25,小于3级,南风
2014-07-13,中雨转阴,28,22,小于3级,西南风
2014-07-14,中雨,29,24,小于3级,东风
2014-07-15,阴转雷阵雨,33,22,小于3级,西南风
2014-07-16,多云,34,24,小于3级,西南风
2014-07-17,多云转晴,36,26,小于3级,南风
2014-07-18,多云转晴,36,27,小于3级,南风
2014-07-19,多云转晴,37,27,小于3级,东风
2014-07-20,晴,37,27,小于3级,东风
2014-07-21,多云,37,27,小于3级,东风
2014-07-22,晴转阵雨,34,27,小于3级,南风
2014-07-23,阵雨转中雨,32,28,小于3级,东风
2014-07-24,中雨转阵雨,31,25,4-5级,南风
2014-07-25,多云转雷阵雨,33,25,5-6级~3-4级,东北风
2014-07-26,多云转雷阵雨,34,27,小于3级,西北风
2014-07-27,多云转雷阵雨,34,25,小于3级,西南风
2014-07-28,多云,35,25,小于3级,西南风
2014-07-29,多云转晴,36,26,小于3级,东风
2014-07-30,晴转多云,34,27,小于3级,东风
2014-07-31,阵雨转中雨,30,25,小于3级,北风
2014-08-01,阵雨,30,25,3-4级~5-6级,西北风
2014-08-02,阴转多云,34,25,4-5级,东南风
2014-08-03,晴,36,26,3-4级,西北风
2014-08-04,多云转雷阵雨,36,26,3-4级~小于3级,东风
2014-08-05,多云,36,26,小于3级,东北风
2014-08-06,多云,34,26,小于3级,西北风
2014-08-07,阵雨转雷阵雨,33,26,小于3级,西北风
2014-08-08,多云,32,26,小于3级,西北风
2014-08-09,多云,32,25,小于3级,北风
2014-08-10,多云转阵雨,30,25,小于3级,西风
2014-08-11,阵雨,28,24,小于3级,西北风
2014-08-12,阵雨,28,22,小于3级,北风
2014-08-13,阵雨转中雨,28,25,小于3级,西北风
2014-08-14,阵雨转阴,30,22,小于3级,西北风
2014-08-15,阵雨,27,23,小于3级,南风
2014-08-16,中雨,25,22,小于3级,东风
2014-08-17,阴转阵雨,28,21,小于3级,北风
2014-08-18,大雨,24,21,小于3级,西北风
2014-08-19,中雨转小雨,25,21,小于3级,西北风
2014-08-20,阴转多云,31,21,小于3级,西南风
2014-08-21,多云,33,23,小于3级,南风
2014-08-22,多云转雷阵雨,32,24,小于3级,西南风
2014-08-23,多云转雷阵雨,32,26,小于3级,西南风
2014-08-24,雷阵雨转阵雨,30,24,小于3级,西北风
2014-08-25,阴转雷阵雨,30,24,小于3级,东北风
2014-08-26,阵雨,30,24,小于3级,东风
2014-08-27,多云转雷阵雨,31,23,小于3级,西北风
2014-08-28,多云转雷阵雨,29,24,小于3级,西南风
2014-08-29,阴转多云,31,24,小于3级,西风
2014-08-30,阴转雷阵雨,30,23,小于3级,西北风
2014-08-31,雷阵雨转阵雨,29,23,小于3级,西南风
2014-09-01,多云,32,24,小于3级,西风
2014-09-02,中雨转阵雨,28,23,小于3级,南风
2014-09-03,多云,30,21,3-4级,西北风
2014-09-04,多云,31,21,小于3级,东风
2014-09-05,多云,31,23,小于3级,东风
2014-09-06,多云,31,23,小于3级,东风
2014-09-07,多云,31,24,小于3级,东北风
2014-09-08,阵雨,29,23,小于3级,东风
2014-09-09,阴转阵雨,28,24,小于3级,东南风
2014-09-10,阴转多云,29,23,小于3级,东北风
2014-09-11,阴转阵雨,30,23,小于3级,东北风
2014-09-12,阵雨,28,24,小于3级,西北风
2014-09-13,阴转多云,28,22,小于3级,北风
2014-09-14,小雨转阴,27,22,小于3级,东风
2014-09-15,阴,27,22,小于3级,东风
2014-09-16,阴转多云,30,22,小于3级,东风
2014-09-17,多云转中雨,27,22,小于3级,东风
2014-09-18,中雨转小雨,21,19,小于3级~3-4级,东北风
2014-09-19,阵雨转阴,23,17,3-4级,西风
2014-09-20,阵雨,24,19,3-4级,北风
2014-09-21,中雨转大雨,24,20,小于3级~4-5级,北风
2014-09-22,大雨转阵雨,24,20,4-5级~5-6级,西北风
2014-09-23,阴,27,21,6-7级,西风
2014-09-24,多云,28,21,小于3级,西南风
2014-09-25,阴转多云,29,21,小于3级,东风
2014-09-26,多云,31,21,小于3级,东北风
2014-09-27,多云,32,23,小于3级,东北风
2014-09-28,多云转阵雨,31,24,小于3级,东风
2014-09-29,小雨,24,20,小于3级,北风
2014-09-30,阴转多云,24,17,3-4级~4-5级,东北风
2014-10-01,多云,27,17,3-4级,南风
2014-10-02,多云,26,18,小于3级,西北风
2014-10-03,多云,25,16,小于3级,东北风
2014-10-04,多云,26,17,小于3级,东北风
2014-10-05,晴,25,17,小于3级,西北风
2014-10-06,晴转多云,25,14,小于3级,西北风
2014-10-07,晴,25,15,3-4级,东南风
2014-10-08,晴转多云,25,16,小于3级,东风
2014-10-09,多云转阴,24,18,小于3级,东北风
2014-10-10,阴,24,18,小于3级~3-4级,北风
2014-10-11,阴转阵雨,24,19,小于3级,北风
2014-10-12,多云,22,16,3-4级~4-5级,北风
2014-10-13,晴,21,12,5-6级~4-5级,北风
2014-10-14,晴转多云,23,11,小于3级,西风
2014-10-15,晴转多云,25,12,小于3级,南风
2014-10-16,晴转多云,25,14,小于3级,东风
2014-10-17,多云,27,17,小于3级,东北风
2014-10-18,晴,27,17,小于3级,东北风
2014-10-19,晴转多云,30,18,小于3级,南风
2014-10-20,多云转阵雨,27,19,小于3级,北风
2014-10-21,阴转多云,25,15,小于3级~5-6级,北风
2014-10-22,晴,25,13,4-5级~3-4级,西北风
2014-10-23,晴转多云,25,14,3-4级~小于3级,东风
2014-10-24,晴转多云,27,15,小于3级,西北风
2014-10-25,晴转多云,28,16,小于3级,西北风
2014-10-26,多云转阴,24,17,小于3级,东北风
2014-10-27,多云,22,14,3-4级~4-5级,东北风
2014-10-28,多云转阴,22,16,4-5级,东风
2014-10-29,阵雨,20,16,小于3级,西北风
2014-10-30,阵雨,22,18,小于3级,东风
2014-10-31,小雨转阵雨,22,18,小于3级,西北风
2014-11-01,小雨转多云,18,14,小于3级,西北风
2014-11-02,多云转晴,18,9,4-5级~5-6级,西北风
2014-11-03,晴,19,8,4-5级~小于3级,东南风
2014-11-04,晴转多云,21,9,小于3级,西北风
2014-11-05,阴转多云,21,15,小于3级,北风
2014-11-06,多云,18,11,小于3级,西南风
2014-11-07,阵雨,15,12,3-4级~小于3级,东北风
2014-11-08,阵雨,15,12,小于3级,东北风
2014-11-09,阵雨,15,12,小于3级,东北风
2014-11-10,多云,18,12,小于3级,西北风
2014-11-11,阴转多云,19,11,小于3级,西风
2014-11-12,多云,14,8,3-4级~4-5级,西北风
2014-11-13,多云转晴,17,5,小于3级,西北风
2014-11-14,晴转多云,18,7,小于3级,东南风
2014-11-15,小雨转阴,16,12,小于3级,西南风
2014-11-16,多云,15,9,小于3级,西北风
2014-11-17,晴转多云,16,6,3-4级,西北风
2014-11-18,多云,17,7,小于3级,西北风
2014-11-19,阴转多云,18,8,小于3级,西南风
2014-11-20,多云转阴,22,10,小于3级,西北风
2014-11-21,多云,21,13,小于3级,西北风
2014-11-22,多云,24,14,小于3级,北风
2014-11-23,阴转阵雨,23,17,小于3级,北风
2014-11-24,小雨,14,12,小于3级,北风
2014-11-25,小雨转多云,16,10,小于3级,西北风
2014-11-26,多云,20,9,小于3级,东南风
2014-11-27,小雨转阴,18,14,小于3级,南风
2014-11-28,小雨,17,12,小于3级,西南风
2014-11-29,阵雨转中雨,15,10,小于3级~3-4级,南风
2014-11-30,小雨转多云,11,5,小于3级~5-6级,西北风
2014-12-01,多云转晴,9,1,6-7级,北风
2014-12-02,多云转小雨,8,1,4-5级~3-4级,东南风
2014-12-03,小雨转多云,9,3,小于3级,北风
2014-12-04,晴,9,-1,小于3级~3-4级,西北风
2014-12-05,晴,11,-1,小于3级,西北风
2014-12-06,多云转阴,12,3,小于3级,东南风
2014-12-07,多云转晴,12,3,小于3级,北风
2014-12-08,晴转多云,12,3,4-5级~3-4级,西北风
2014-12-09,阴转小雨,12,6,小于3级,东风
2014-12-10,小雨转阴,8,5,3-4级~小于3级,北风
2014-12-11,阴转多云,9,1,4-5级,西北风
2014-12-12,晴,9,-1,3-4级,西风
2014-12-13,晴,11,0,小于3级,北风
2014-12-14,晴转多云,12,2,小于3级,西南风
2014-12-15,阴转多云,6,1,小于3级~4-5级,西北风
2014-12-16,晴,8,-2,5-6级,西北风
2014-12-17,晴,10,-2,4-5级,南风
2014-12-18,多云转阴,11,3,3-4级~小于3级,西北风
2014-12-19,多云转晴,10,1,小于3级,西北风
2014-12-20,晴转多云,8,0,小于3级~4-5级,西北风
2014-12-21,多云转晴,9,-2,3-4级~4-5级,西北风
2014-12-22,晴转多云,12,0,4-5级~3-4级,东南风
2014-12-23,晴转多云,14,3,小于3级,西北风
2014-12-24,晴转多云,10,3,小于3级~3-4级,北风
2014-12-25,阴转多云,10,3,3-4级,东风
2014-12-26,多云,11,4,小于3级,东南风
2014-12-27,阴转多云,11,5,小于3级,西北风
2014-12-28,多云转晴,15,3,小于3级,西南风
2014-12-29,晴,17,5,小于3级,南风
2014-12-30,晴转多云,12,4,小于3级,南风
2014-12-31,多云转晴,7,-1,3-4级~6-7级,西北风
2015-01-01,晴,9,-3,6-7级~4-5级,西南风
2015-01-02,晴,13,0,小于3级,西风
2015-01-03,晴,18,5,小于3级,南风
2015-01-04,晴转多云,20,6,小于3级,西北风
2015-01-05,阴转小雨,10,4,小于3级,西北风
2015-01-06,雨夹雪转阴,8,1,4-5级~5-6级,东北风
2015-01-07,多云转晴,10,-1,4-5级~小于3级,西北风
2015-01-08,晴,12,0,小于3级,东北风
2015-01-09,晴转多云,14,2,小于3级,西北风
2015-01-10,多云,15,4,小于3级,西南风
2015-01-11,晴转多云,13,3,小于3级,西北风
2015-01-12,小雨,8,5,小于3级,东风
2015-01-13,中雨转小雨,9,5,小于3级,西北风
2015-01-14,阴,10,5,小于3级,北风
2015-01-15,多云,11,3,3-4级~小于3级,南风
2015-01-16,晴转多云,10,3,小于3级~3-4级,西北风
2015-01-17,多云转晴,11,2,小于3级,东风
2015-01-18,多云转晴,13,2,小于3级,西北风
2015-01-19,多云转阴,12,3,小于3级,东南风
2015-01-20,小雨转多云,17,7,小于3级,南风
2015-01-21,多云转晴,11,2,小于3级~3-4级,西北风
2015-01-22,晴,13,0,4-5级~小于3级,北风
2015-01-23,多云,18,3,小于3级,西南风
2015-01-24,小雨,14,10,小于3级,东风
2015-01-25,小雨转阴,12,8,小于3级,东北风
2015-01-26,小雨,9,5,小于3级,北风
2015-01-27,雨夹雪,5,1,4-5级,东北风
2015-01-28,小雨转中雨,5,2,4-5级~3-4级,东北风
2015-01-29,雨夹雪转阴,5,2,小于3级,西北风
2015-01-30,阴转多云,6,-1,3-4级~4-5级,西北风
2015-01-31,阴转小雨,7,2,小于3级,北风
2015-02-01,小雨,7,3,小于3级,西风
2015-02-02,小雨,6,2,小于3级,西北风
2015-02-03,小雨转多云,9,4,小于3级,西北风
2015-02-04,多云转晴,9,0,小于3级~3-4级,西北风
2015-02-05,晴转多云,9,-1,3-4级~4-5级,西北风
2015-02-06,多云,12,1,小于3级,西风
2015-02-07,阴转多云,8,2,小于3级,北风
2015-02-08,晴,8,-3,4-5级,东北风
2015-02-09,晴,8,-3,3-4级,东北风
2015-02-10,多云转晴,14,1,3-4级,东风
2015-02-11,多云转晴,14,1,小于3级~3-4级,东风
2015-02-12,晴~多云,16,4,4-5级,东风
2015-02-13,晴转多云,21,5,小于3级,北风
2015-02-14,小雨,19,13,小于3级~3-4级,南风
2015-02-15,阴转多云,18,12,小于3级,北风
2015-02-16,多云,15,6,小于3级,西北风
2015-02-17,多云转晴,14,5,小于3级,东风
2015-02-18,晴转多云,12,3,小于3级~3-4级,东风
2015-02-19,小雨,12,6,小于3级,东风
2015-02-20,中雨转小雨,12,9,3-4级~小于3级,西风
2015-02-21,阴转小雨,13,7,小于3级,东北风
2015-02-22,小雨,10,6,小于3级,东北风
2015-02-23,小雨转阴,12,7,小于3级,东北风
2015-02-24,小雨,11,8,小于3级,东风
2015-02-25,小雨转中雨,9,7,小于3级,东北风
2015-02-26,小雨转中雨,8,6,小于3级,东北风
2015-02-27,大雨,6,4,小于3级,东北风
2015-02-28,小雨转多云,9,3,3-4级,北风
2015-03-01,晴转多云,14,3,4-5级~小于3级,西南风
2015-03-02,小雨,12,7,3-4级~小于3级,西北风
2015-03-03,阴转小雨,8,3,小于3级~4-5级,东北风
2015-03-04,雨夹雪转中雪,4,1,4-5级~3-4级,南风
2015-03-05,雨夹雪转小雨,6,3,小于3级,东北风
2015-03-06,阴转多云,11,3,小于3级,西风
2015-03-07,小雨转中雨,10,5,小于3级,东风
2015-03-08,小雨转阴,11,6,小于3级,西北风
2015-03-09,阴转多云,10,3,小于3级~4-5级,东北风
2015-03-10,多云,12,3,4-5级~3-4级,东风
2015-03-11,阴转多云,17,5,3-4级~小于3级,西风
2015-03-12,晴,22,7,小于3级,南风
2015-03-13,多云转阵雨,16,10,小于3级,北风
2015-03-14,中雨转阵雨,13,9,小于3级,东风
2015-03-15,中雨转阴,18,10,小于3级,东北风
2015-03-16,多云转阵雨,26,13,3-4级~小于3级,东北风
2015-03-17,雷阵雨转阵雨,25,17,小于3级,东北风
2015-03-18,中雨转阴,18,12,小于3级,北风
2015-03-19,小雨转小到中雨,15,11,小于3级,南风
2015-03-20,小雨转多云,19,11,小于3级,西北风
2015-03-21,多云转晴,19,9,小于3级,西南风
2015-03-22,多云转阴,16,8,小于3级,东风
2015-03-23,多云,16,6,小于3级,东北风
2015-03-24,晴转多云,17,7,小于3级,东风
2015-03-25,晴转阵雨,18,8,小于3级,东北风
2015-03-26,阵雨,17,10,3-4级,东北风
2015-03-27,阴转多云,22,9,3-4级~小于3级,南风
2015-03-28,晴转多云,25,12,小于3级,北风
2015-03-29,中雨,20,14,小于3级,西北风
2015-03-30,多云,28,17,小于3级,南风
2015-03-31,多云,30,20,小于3级~3-4级,南风
2015-04-01,多云转雷阵雨,34,21,小于3级,东风
2015-04-02,中雨转小雨,24,17,小于3级,东北风
2015-04-03,阴转多云,29,13,4-5级,东风
2015-04-04,阵雨转雷阵雨,22,15,3-4级,北风
2015-04-05,中雨,15,10,小于3级,北风
2015-04-06,中雨,10,6,4-5级~5-6级,北风
2015-04-07,小雨转阴,12,4,4-5级~5-6级,东北风
2015-04-08,多云转小到中雨,14,6,4-5级~小于3级,东风
2015-04-09,阴转多云,17,9,小于3级,暂无实况
2015-04-10,多云,20,9,小于3级,北风
2015-04-11,多云,22,10,小于3级,东北风
2015-04-12,阵雨转阴,17,11,小于3级,北风
2015-04-13,阴转多云,20,8,4-5级~5-6级,西南风
2015-04-14,晴转多云,24,10,5-6级~4-5级,南风
2015-04-15,阴转多云,25,15,4-5级,西风
2015-04-16,晴转多云,27,13,3-4级~小于3级,东风
2015-04-17,多云,28,19,3-4级~小于3级,北风
2015-04-18,中雨,26,18,小于3级,南风
2015-04-19,中到大雨转小雨,20,13,小于3级,北风
2015-04-20,多云转晴,21,9,5-6级~4-5级,西北风
2015-04-21,多云转晴,25,11,3-4级,西风
2015-04-22,晴转多云,26,13,小于3级,西南风
2015-04-23,多云转阴,24,14,小于3级,南风
2015-04-24,多云转晴,27,13,小于3级,南风
2015-04-25,晴转多云,28,15,小于3级,东风
2015-04-26,多云,26,16,小于3级,南风
2015-04-27,多云,30,19,3-4级~小于3级,西南风
2015-04-28,雷阵雨转阵雨,27,19,小于3级,北风
2015-04-29,多云转晴,28,17,3-4级~4-5级,东风
2015-04-30,晴转多云,30,15,3-4级~小于3级,东北风
2015-05-01,中雨转大雨,25,19,小于3级~3-4级,西北风
2015-05-02,阴转多云,24,16,小于3级,北风
2015-05-03,多云,26,17,小于3级,北风
2015-05-04,阵雨转多云,25,15,小于3级,南风
2015-05-05,阵雨转中雨,22,17,小于3级~3-4级,南风
2015-05-06,多云,29,18,3-4级,北风
2015-05-07,多云,29,18,小于3级,北风
2015-05-08,中到大雨~中雨,25,18,小于3级,北风
2015-05-09,中到大雨~中雨,25,18,小于3级,北风
2015-05-10,中到大雨~中雨,25,18,小于3级,北风
2015-05-11,大雨~小雨,23,15,小于3级,北风
2015-05-12,晴~多云,26,15,小于3级,西南风
2015-05-13,晴~多云,31,20,小于3级,西南风
2015-05-14,阵雨,27,21,小于3级,西南风
2015-05-15,中雨~大雨,28,18,小于3级,西北风
2015-05-16,阴~多云,24,16,小于3级,南风
2015-05-17,阴~阵雨,25,20,小于3级,西南风
2015-05-18,中雨~阴,26,20,小于3级,西南风
2015-05-19,多云,28,19,小于3级,西北风
2015-05-20,多云,27,15,小于3级,东北风
2015-05-21,晴,26,15,小于3级,东北风
2015-05-22,阵雨,29,20,小于3级,东南风
2015-05-23,多云~,26,19,小于3级,东北风
2015-05-24,多云,26,18,小于3级,东北风
2015-05-25,多云,27,19,小于3级,东北风
2015-05-26,阴,28,20,小于3级,西北风
2015-05-27,阵雨,28,22,小于3级,东北风
2015-05-28,阴~阵雨,29,22,小于3级,东北风
2015-05-29,阵雨~中雨,27,22,小于3级,西北风
2015-05-30,阴,27,20,小于3级,西南风
2015-05-31,多云,29,20,小于3级,东北风
2015-06-01,多云~阵雨,31,24,小于3级,西北风
2015-06-02,中雨~大雨,31,22,小于3级,西南风
2015-06-03,阵雨~多云,24,19,小于3级,东北风
2015-06-04,阴~阵雨,25,19,小于3级,西南风
2015-06-05,多云,29,19,小于3级,西南风
2015-06-06,晴~多云,31,21,小于3级,东南风
2015-06-07,雷雨,29,22,小于3级,西北风
2015-06-08,大到暴雨,23,20,小于3级,西北风
2015-06-09,中雨,23,20,小于3级,东南风
2015-06-10,阵雨,27,21,小于3级,西南风
2015-06-11,多云,31,23,小于3级,西南风
2015-06-12,多云~阴,33,22,小于3级,西南风
2015-06-13,阴~阵雨,31,22,小于3级,西南风
2015-06-14,中雨~大雨,25,22,小于3级,西南风
2015-06-15,中雨,25,22,小于3级,西北风
2015-06-16,中雨~阵雨,27,22,小于3级,东北风
2015-06-17,中雨~大到暴雨,29,21,小于3级,西北风
2015-06-18,阵雨~阴,24,20,小于3级,东北风
2015-06-19,多云,29,21,小于3级,南风
2015-06-20,多云,31,21,小于3级,西北风
2015-06-21,阵雨~中雨,26,22,小于3级,西南风
2015-06-22,阵雨~阴,27,21,小于3级,西南风
2015-06-23,阴~多云,31,24,小于3级,东南风
2015-06-24,雷雨~多云,34,26,小于3级,西南风
2015-06-25,多云,35,27,小于3级,西南风
2015-06-26,雷雨~阵雨,32,25,小于3级,东南风
2015-06-27,雷雨~阵雨,33,25,小于3级,东北风
2015-06-28,小雨,25,23,小于3级,东南风
2015-06-29,多云,33,24,小于3级,西南风
2015-06-30,多云~雷雨,35,23,小于3级,西北风
2015-07-01,中雨~阵雨,24,21,小于3级,西南风
2015-07-02,多云~阴,29,21,小于3级,东北风
2015-07-03,阴~多云,29,22,小于3级,东北风
2015-07-04,阵雨,24,20,小于3级,东南风
2015-07-05,中雨,21,18,小于3级,东南风
2015-07-06,中雨~阵雨,20,18,小于3级,东北风
2015-07-07,阵雨,21,18,小于3级,西北风
2015-07-08,阵雨,24,21,小于3级,东北风
2015-07-09,阵雨,28,24,小于3级,东北风
2015-07-10,中雨~中到大雨,25,23,小于3级,东北风
2015-07-11,暴雨~大雨,26,24,小于3级,西北风
2015-07-12,阵雨~多云,29,24,小于3级,西南风
2015-07-13,晴~多云,35,24,小于3级,西南风
2015-07-14,晴~多云,35,24,小于3级,东北风
2015-07-15,多云,33,23,小于3级,东北风
2015-07-16,多云~阴,30,24,小于3级,东北风
2015-07-17,雷阵雨~阵雨,31,25,小于3级,西南风
2015-07-18,雷阵雨~阵雨,31,25,小于3级,西北风
2015-07-19,多云,31,24,小于3级,东北风
2015-07-20,多云,32,25,小于3级,东北风
