name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address
蓉孖港式茶餐厅(永旺梦乐城店),粤菜,￥67,准四星商户,247.0,6.9,7.4,7.4,蓉孖虾饺皇,广东腊味煲仔饭,石磨鸡蛋肠,永旺梦乐城,古墩路1888号永旺梦乐城1层
知味观(拱北店),小吃快餐,￥25,准四星商户,487.0,7.6,7.7,7.5,鲜肉小笼,知味混沌,猫耳朵,拱宸桥/上塘,上塘路1035号
新丰小吃(北干店),小吃快餐,￥14,准四星商户,74.0,7.3,7.1,7.1,牛肉粉丝虾肉馄饨,虾肉小笼,大肉包,北干,市心中路574-576号
新丰小吃(上沙店),小吃快餐,￥10,准四星商户,60.0,7.9,7.6,7.4,牛肉粉丝,虾肉小笼,拌面,下沙,天城东路中沙金座底商
新丰小吃(复兴南街店),小吃快餐,￥11,准四星商户,107.0,7.8,7.6,7.4,牛肉粉丝,虾肉小笼,馄饨,复兴路沿线,复兴南街180-2号
新丰小吃(江城路店),小吃快餐,￥11,准四星商户,149.0,7.3,6.9,6.8,小笼,牛肉粉丝煲,虾肉馄饨,城站火车站,江城路641号
长缘坊,本帮江浙菜,￥164,准四星商户,38.0,7.4,7.6,7.4,甲鱼年糕,干烧千岛湖大鲫鱼,石锅牛腩,大关,大兜路150号
神涛粥坊,小吃快餐,￥64,准四星商户,297.0,7.8,7.5,7.6,益胃鱼片粥,贝柱鲜虾粥,蒜泥空心菜,古墩路沿线,紫荆花北路188号
钱丰酒店海农日记,本帮江浙菜,￥81,准四星商户,73.0,7.8,7.8,7.4,笨鸡蛋烧肉,红烧杂鱼,卤大肠,城站火车站,衢江路118号2楼
银泰美食城(延安路店),小吃快餐,￥29,准四星商户,410.0,6.5,6.2,6.2,沙冰,干菜饼,米线,武林广场,延安路530号银泰百货A馆9层
香港新曜记茶餐厅(萧山汇金店),粤菜,￥55,四星商户,42.0,7.6,7.8,7.8,蜜汁叉烧饭,菠萝油包,港式柠檬茶,加州阳光,金城路200号汇金星座标C座三楼
不知名四季牛肉粉(文二店),小吃快餐,￥19,准四星商户,56.0,7.7,7.7,7.7,干拌牛肉粉,干拌肚筋双宝粉,干拌牛舌粉,高新文教区,文二路476-1号
萧悦时尚餐厅,本帮江浙菜,￥63,准四星商户,42.0,7.6,7.7,7.5,辣炒花蛤,明虾,红烧肉,市心北路,皓月路172号
杭粥寻府(湖墅南路店),小吃快餐,￥15,准四星商户,54.0,7.7,7.8,7.7,皮蛋瘦肉粥,新版煎饺,黄金南瓜粥,高新文教区,湖墅南路397-399号
香港煲仔王,粤菜,￥31,准四星商户,99.0,7.6,7.3,7.6,腊味叉烧煲仔饭,鲜虾仁肠粉,原味牛腩肠粉,德胜路沿线,东新街道蝶飞巷30号
雅园餐厅,本帮江浙菜,￥93,准四星商户,109.0,7.4,7.2,7.1,桂鱼筒骨菌菇煲,肉蟹浓汤,白切本鸡,复兴路沿线,复兴路213号
樟树底食府(胜利河美食街店),本帮江浙菜,￥70,准四星商户,479.0,7.3,7.5,7.2,生炒鸡,生炒黑鱼片,千岛湖酱椒鱼头,大关,霞湾路古水街7号
蟹庭丰蟹黄汤包(双菱路店),小吃快餐,￥27,准四星商户,114.0,7.4,6.9,7.2,金牌蟹黄包,蟹黄汤包,蟹黄小笼包,钱江新城,双菱路193号
赞味坊(龙湖时代天街店),小吃快餐,￥42,准四星商户,386.0,7.4,7.9,7.6,鲜肉小笼,眷村招牌牛肉面,半筋半肉牛肉面,下沙,江干区金沙大道560号龙湖杭州金沙天街B1层
小绍欣·味品经典杭帮菜(彩虹城店),本帮江浙菜,￥61,准四星商户,321.0,6.8,6.6,6.6,神仙鸡,干煎臭豆腐,干菜炒河虾,开发区/高教园,滨盛路4396号彩虹城综合楼101商铺
粥饭世家(太平门直街店),小吃快餐,￥20,准四星商户,351.0,7.6,7.5,7.4,皮蛋瘦肉粥,肉松鸡蛋饼,山药排骨粥,城东,太平门直街535号钱江七苑2号楼附近
欣洋家宴,本帮江浙菜,￥69,四星商户,1754.0,8.2,8.0,8.3,秘制鸡爪,白切山羊肉,爆炸冰淇淋,高新文教区,黄姑山路3-7号一楼三楼
嵊州小吃(汽车南站店),小吃快餐,￥15,四星商户,30.0,7.9,7.9,7.9,嵊州豆腐年糕,鲜肉小笼包,鸡蛋煎饺,上城区,秋涛路252-5
滋味包子铺,小吃快餐,￥19,准四星商户,42.0,7.5,7.6,7.6,家传豆腐小笼,豆角果,香菇鲜肉汤包,临平,迎宾路267号
小麦哥(古墩路店),小吃快餐,￥16,准四星商户,265.0,7.7,7.6,7.3,鲜笋烧卖,虾仁烧卖,鲜笋馄饨,古墩路沿线,古墩路385-10号
香港新曜记茶餐厅(下沙金沙湖店),粤菜,￥29,准四星商户,34.0,7.3,7.5,7.2,港式鸳鸯,鲜虾云吞面,港式柠檬茶,下沙,金沙大道6号东部国际商务中心B1层B1-08、B1-13
翠园茶餐厅(迪凯银座店),粤菜,￥55,三星商户,126.0,6.6,7.2,6.9,广式烧鸭饭,港式丝袜奶茶,叉烧肠粉,钱江新城,解放东路29号迪凯银座1楼全季酒店大堂内
三米粥铺(新华路店),小吃快餐,,准四星商户,17.0,7.5,7.6,7.6,水饺,清火咸粥,奶香小馒头,庆春路沿线,新华路39-8号
粥饭世家(浙一店),小吃快餐,￥23,准四星商户,61.0,7.5,7.4,7.3,文火煮的白粥,皮蛋瘦肉粥,铁板煎饺,庆春路沿线,直达方伯59号
香港煲仔王(建国北路店),粤菜,￥47,准四星商户,116.0,7.2,6.8,7.0,腊味煲仔饭,肠粉,荔湾艇仔粥,建国路沿线,建国北路150号
知味观(大学路店),本帮江浙菜,￥34,准四星商户,68.0,7.2,6.9,6.7,鲜虾云吞河粉,知味混沌,香葱白切鸡,城站火车站,大学路农贸市场内
夏宴粤鲜舫,粤菜,￥103,准四星商户,154.0,7.5,7.7,7.2,夏宴金牌乳鸽,夏宴虾饺皇,天鹅酥,余杭区,南苑街103号麦道大厦3楼
蒸青年,小吃快餐,￥69,准四星商户,26.0,7.6,7.4,7.7,鲜虾蒸臭豆腐,桂花年糕,酱鸭糯米饭,吴山广场/河坊街,解放路260号
香港新曜记茶餐厅(天阳D32时尚街店),粤菜,￥60,三星商户,393.0,6.7,7.0,6.8,冰火菠萝油,鲜虾云吞面,招牌车仔面,D32天阳购物中心,小河路306号天阳D32时尚购物街1层
三傻料理,本帮江浙菜,￥19,准四星商户,90.0,7.4,7.2,7.6,糖醋里脊,土豆咖喱鸡肉饭,铁板黑椒乌冬面,龙井/虎跑,虎跑路四眼井158号
贺佳丽大酒店,本帮江浙菜,￥86,准四星商户,208.0,7.0,7.1,7.1,水晶虾饺皇,榴莲酥,堂煎牛仔骨,城东,杭海路238号森禾商务广场4楼大厅
杭粥寻府(西溪银泰城店),小吃快餐,,准四星商户,29.0,6.9,7.0,7.0,肉松鸡蛋饼,皮蛋瘦肉粥,社会人大鸡腿,西溪银泰城,余杭塘路与崇仁路交叉口西溪银泰城地下一层BF019-12号
黄姑姑桂林米粉·螺蛳粉,小吃快餐,￥16,准四星商户,20.0,7.7,7.4,7.6,特价螺蛳粉,南宁老友粉,全家福肠粉,开发区/高教园,浦沿街道滨文路625-1号
發仔港式茶餐厅,粤菜,￥62,准四星商户,67.0,7.5,7.5,7.6,港式丝袜奶茶,腊味煲仔饭,香煎萝卜糕,西溪,文二西路669-8号
陈三挑馄饨铺,小吃快餐,￥15,准四星商户,129.0,7.6,7.5,7.6,全家福大馄饨,虾肉馄饨,香菇大馄饨,朝晖地区,香积寺路104号
小满冬至,小吃快餐,￥26,准四星商户,27.0,7.3,7.3,7.2,猪油捞饭,小满笋丁烧卖,温州糯米饭,仓前羊锅村,文一西路利尔达物联网科技园3-104
粥饭世家(新市街店),小吃快餐,￥18,准四星商户,438.0,7.5,7.7,7.4,肉松鸡蛋饼,皮蛋瘦肉粥,黄金南瓜粥,朝晖地区,朝晖五区新市街186号
香港新曜记茶餐厅(蚂蚁Z空间),粤菜,￥56,准四星商户,27.0,7.2,7.3,7.2,茶记三宝饭,鲜虾云吞面,丝袜奶茶,西湖区,西溪路556-18号第1层18单元号
粥饭世家,小吃快餐,￥19,准四星商户,25.0,7.6,7.6,7.6,白粥,山药百合枸杞粥,玉米红豆粥,运河上街,台州路2号运河上街商业中心026室地下一层
鼎云轩蟹黄汤包,小吃快餐,￥26,准四星商户,219.0,6.9,7.0,7.0,金奖蟹黄汤包,鲜肉虾仁汤包,上海双档汤,西湖北线/黄龙,青芝坞4号
广东肠粉,小吃快餐,￥11,准四星商户,7.0,7.5,7.3,7.5,肠粉,水晶虾饺,八宝粥,临平,文渊路四季广场内
甘其食(朝晖路二店),小吃快餐,￥12,准四星商户,122.0,7.4,8.1,7.7,玫瑰豆沙包,花菇青菜包,黑猪肉包子,朝晖地区,朝晖路175-1号青少年活动中心对面
广式肠粉(万达店),小吃快餐,,准四星商户,9.0,7.3,7.1,7.4,一笼马拉糕,鲜虾牛肉玉米肠,菜干花生咸骨粥,万达广场,祥庆路万达商业中心4-2-226室
港之味港式烧腊(西城博司店),粤菜,,准四星商户,5.0,7.5,7.5,7.4,五香豆干,鸡蛋肠粉,双鸭头饭,三墩镇,三墩镇紫宣路158号7幢4-2
知味观(紫荆店),小吃快餐,￥28,准四星商户,46.0,7.6,7.1,7.0,鲜肉小笼,赤豆汤,鲜虾馄饨,西湖区,紫荆花路386号
大娘水饺(大关路欧尚店),小吃快餐,￥18,准四星商户,264.0,7.1,6.9,6.9,玉米猪肉煎饺,酸辣牛肉粉丝汤,骨头汤,大关,大关路213号欧尚超市内一楼
西溪豆腐坊,小吃快餐,￥21,准四星商户,47.0,7.0,7.0,6.9,老底子豆腐花,盐卤臭豆腐,菜卤臭豆腐,西溪,天目山路518号西溪国家湿地公园内
城河街100号餐厅(原屯门海鲜楼),本帮江浙菜,￥59,准四星商户,120.0,7.2,7.2,7.2,老醋鸡爪,酸汤肥牛,培根茶树菇,城厢,城河街100号
肚子里有料(文三店),小吃快餐,￥5,四星商户,41.0,8.2,7.7,7.7,蛋黄流沙包,香港爆汁流沙包,酱肉包,高新文教区,文三路110号
张记嵊州小吃(莫干山路店),小吃快餐,￥32,准四星商户,66.0,7.4,7.3,7.4,嵊州特色汤炒年糕,辣炒花蛤,白切本鸡,湖墅南路,莫干山路76号金海宾馆旁
百嘉乐餐厅(三墩店),本帮江浙菜,￥116,准四星商户,25.0,7.5,7.5,7.4,虾饺皇,豉汁蒸凤爪,椒盐豆腐鱼,三墩镇,三墩镇厚仁路133号2、3、4层
四季轩中餐厅(杭州开元名都大酒店),本帮江浙菜,￥110,准四星商户,161.0,7.4,7.7,7.4,黑胡椒雪花牛肉,辣子鸡,舟山秘制虾,北干,市心中路818号杭州开元名都大酒店2楼
粤新茶餐厅,粤菜,￥51,准四星商户,19.0,7.3,7.5,7.5,海南鸡饭,滑鸡山药粥,虾饺,钱江新城,钱江新城杭州来福士广场
小笼西丝,小吃快餐,￥10,准四星商户,38.0,7.2,7.0,7.2,鲜肉小笼包,特色豆腐年糕,灌汤包,吴山广场/河坊街,定安路63-1号
红星文化大酒店(中餐厅),本帮江浙菜,￥80,准四星商户,12.0,7.4,7.6,7.6,野米茼蒿,干锅花菜,东坡肉,城站火车站,建国南路280号红星文化大厦酒店2楼
小麦哥(文三西路店),小吃快餐,￥18,准四星商户,259.0,7.7,7.7,7.7,鲜笋烧卖,虾仁烧卖,笋尖烧麦,古墩路沿线,文三路398号-2
嵊州美食,小吃快餐,￥16,准四星商户,20.0,7.6,7.5,7.8,特色豆腐汤年糕,铁板鸡蛋煎饺,豆腐小笼包,西湖北线/黄龙,青芝坞68号
笼太仔(江和美店),小吃快餐,￥24,准四星商户,62.0,7.1,7.4,7.3,笋丁金针菇烧麦,香菇鲜肉小笼,油豆腐牛肉粉丝汤,江干区,杭海路601号江和美海洋公园2楼扶梯口
肚子里有料(东坡路店),小吃快餐,￥7,准四星商户,135.0,7.5,7.5,7.5,流沙包,四方包（叉烧肉）,酱肉包,湖滨,上东坡路九星14号
六聚馆(浙大紫荆港店),小吃快餐,￥21,四星商户,90.0,7.8,7.6,7.6,萝卜,招牌番茄牛腩面,猪肝面,古墩路沿线,三墩镇望月公寓商业用房54号商铺
糯雅芳粥,小吃快餐,,四星商户,28.0,7.6,8.0,7.6,糯雅芳粥的锅贴,皮蛋瘦肉粥,南瓜凉粥,万达广场,杭行路666号
千歲福粥(盒作社店),小吃快餐,￥39,准四星商户,61.0,7.4,7.4,7.3,韭菜猪肉煎饺,干贝虾仁蟹柳粥,腊八十谷长寿粥,开发区/高教园,浦沿路773号江南商业大厦2幢4层401-28室
栈前粤式风味(武林店),粤菜,,准四星商户,8.0,7.5,7.4,7.5,腊味煲仔饭,黑金流沙包,栈前白切鸡饭,武林广场,展览西路武林广场1号地下美食城内
杨国福麻辣烫(庆春路店),小吃快餐,￥31,准四星商户,65.0,7.5,7.5,7.5,蛋饺,玉米黄面,方便面方便面方便面,庆春路沿线,庆春路103号
东沙小镇主题餐厅(上亿店),本帮江浙菜,￥78,四星商户,101.0,7.8,7.9,7.7,面包诱惑,酸辣土豆丝,湘味黄牛肉,上亿广场,博园路上亿广场4楼
香港煲仔王(天城路店),本帮江浙菜,￥30,准四星商户,76.0,7.2,7.0,7.2,腊味叉烧,皮蛋瘦肉粥,广式凤爪,天城路沿线,天城路156号
王元兴百年汤包,小吃快餐,￥23,准四星商户,60.0,7.5,7.3,7.2,肉丝拌面,荠菜鲜肉汤包,笋干肉丝面,余杭区,塘栖镇绿荫街塘栖大厦对面
肚子里有料(定安路店),小吃快餐,￥7,准四星商户,51.0,7.6,7.5,7.7,流沙包,叉烧包,奥尔良鸡腿包,吴山广场/河坊街,西湖大道223号
老陈粥铺,小吃快餐,,准四星商户,20.0,7.0,7.4,7.2,冰爽南瓜粥,原味水米糕,皮蛋瘦肉粥,转塘,转塘街道美院南路89号1号楼
蟹庭丰蟹黄汤包(金月巷店),小吃快餐,￥31,准四星商户,53.0,7.5,7.5,7.6,金牌蟹黄汤包,果汁,干贝蟹黄汤包,古墩路沿线,嘉绿景苑东园12幢8号商铺
宝俪柒粤茶餐厅,粤菜,￥71,三星商户,75.0,6.6,7.3,7.3,水晶虾饺皇,豉汁蒸凤爪,蜜汁叉烧饭,吴山广场/河坊街,中山南路77号尚城利星二期4楼
佳友记粥铺(新世纪广场店),小吃快餐,￥23,准四星商户,53.0,7.3,7.1,7.0,滑鸡粥,皮蛋瘦肉粥,白粥,城厢,市心路与体育路交叉口
避风塘小厨(亲橙里店),粤菜,,准四星商户,6.0,7.3,7.3,7.3,招牌咖喱牛筋腩饭,椒盐鸭下巴,鲜汁香肉包,海创园,阿里巴巴西溪园区
曼玲粥店,小吃快餐,,准四星商户,11.0,7.2,7.1,7.2,酸菜,豇豆饼,油条,朝晖地区,河东路47号
好吃不如饺子,小吃快餐,￥17,准四星商户,43.0,7.0,7.1,7.3,虾肉水饺,牛肉砂锅,卤豆干,城西银泰,方家花苑20幢-7号一楼
三米粥铺(天目山路店),小吃快餐,￥17,准四星商户,18.0,7.2,7.0,7.1,皮蛋瘦肉粥,韭菜盒子,煎饺,西湖北线/黄龙,杭大路9号聚龙大厦中间群房二层
王兴红遵义羊肉粉,小吃快餐,￥21,准四星商户,20.0,7.4,7.5,7.7,羊杂粉,秘制红烧肉羊肉粉,羊肚粉,吴山广场/河坊街,清泰街557号
酥妃皇后(湖滨银泰in77店),小吃快餐,￥25,准四星商户,119.0,7.3,7.2,7.3,草莓蛋挞,板栗咸蛋酥,蓝莓果挞,湖滨,东坡路7号杭州湖滨银泰in77C区B1层
粥饭世家(近江店),小吃快餐,,准四星商户,6.0,7.2,7.1,7.2,山药百合枸杞粥,铁板煎饺,放心小油条,上城区,钱江路555号日信国际商业中心地下一层27号
帽牌货冒菜(西田城店),小吃快餐,￥38,准四星商户,33.0,7.7,7.5,7.6,秘制掌中宝,招牌毛肚,牛蛙,西田城,良渚街道莫干山路1513号西田城商业中心二期B层B1F-24号商铺
遵义羊肉粉(下沙天城东路店),小吃快餐,￥24,准四星商户,38.0,7.8,7.7,7.8,羊肉粉,秘制红烧羊肉粉,羊肠粉,下沙,天城东路230-114号
青荷经典餐厅,本帮江浙菜,￥69,准四星商户,62.0,6.9,7.1,6.8,铁板蒜蓉虾,原味砂锅鸡,沙律小牛排,老余杭,凤新路360号
涌金阁,粤菜,￥228,准四星商户,40.0,6.7,7.1,6.8,佛跳墙,炒蟹,土家萝卜,南山路,西湖大道333号索菲特西湖大酒店6楼
上海南翔小笼(临平店),小吃快餐,￥17,准四星商户,28.0,7.1,6.9,7.0,煎包,皮蛋瘦肉粥,上海小馄饨,星桥,藕花洲大街西段352-354号
蟹庭丰蟹黄汤包(凤起路店),小吃快餐,￥30,准四星商户,160.0,7.4,7.4,7.5,蟹黄汤包,咖喱牛杂粉丝汤,鲜肉汤包,凤起路沿线,凤起路259号
林记粥铺,小吃快餐,￥23,准四星商户,74.0,7.5,7.5,7.5,酸菜肥牛饭,香干肉丝,荠菜冬笋,钱江新城,凯旋路130-3号
杭粥佬养生粥店(钱江路店),小吃快餐,￥17,准四星商户,19.0,7.4,7.4,7.5,皮蛋瘦肉粥,炸饺,红糖发糕,城站火车站,钱江路26号正对面
杨国福麻辣烫(建国北路店),小吃快餐,￥24,准四星商户,42.0,7.5,7.7,7.6,大牛肉丸,麻辣烫,天津灌汤小笼包,建国路沿线,建国北路638号
粤港茶餐厅,粤菜,￥77,准四星商户,34.0,6.9,7.3,7.3,招牌丝袜奶茶,粤港虾饺皇,广东干炒牛河,萧山区,空港新天地1号楼钻石广场中央
甘其食(孩儿巷店),小吃快餐,￥6,准四星商户,80.0,7.4,7.2,7.3,咖喱土豆牛肉包,梅干菜肉包,鲜汁肉包,凤起路沿线,孩儿巷222号
佳友记(宝龙城市广场店),本帮江浙菜,￥49,三星商户,36.0,7.0,6.8,7.1,皮蛋瘦肉砂锅粥,水晶鲜虾饺,冻柠茶,宝龙城市广场,建设一路与金鸡路交叉口宝龙城市广场4层
茶都名园庭院餐厅,本帮江浙菜,￥70,准四星商户,73.0,7.2,7.4,7.0,茶香鸡,咖喱蟹,蛤蜊蒸蛋,凯旋路/机场路沿线,凯旋路70号3楼
乐岛港式茶餐厅,粤菜,￥44,准四星商户,74.0,7.2,7.1,7.2,港式奶茶,咖喱海鲜炒饭,雪糕双皮奶,湖墅南路,信义坊1号
劲腾饭局,本帮江浙菜,￥52,准四星商户,25.0,7.4,7.5,7.4,酸菜鱼,美的跳跳蛙,海味杂鱼锅,城厢,城厢街道育才路457号
香港煲仔王,小吃快餐,,准四星商户,19.0,7.3,7.1,7.1,腊味叉烧煲仔饭,香菇滑鸡煲仔饭,生滚虾粥,丁桥,惠兰雅路509号
遵义虾子张记羊肉粉(滨江店),小吃快餐,￥16,准四星商户,34.0,7.4,7.1,7.3,羊肉粉,肉夹馍,羊杂粉,开发区/高教园,南环路4408号
农大嫂早点小吃铺,小吃快餐,,准四星商户,19.0,7.6,7.3,7.5,青菜牛腩汤面疙瘩,牛腩青菜汤米线,猪蹄杂菜炒饭,西湖北线/黄龙,西溪路庆丰农贸市场内
粥饭世家(湖墅南路店),小吃快餐,￥16,准四星商户,26.0,7.5,7.5,7.5,黑米粥,山药百合枸杞粥,红糖糍粑,高新文教区,湖墅南路413-3号
徐记温州小吃,小吃快餐,￥14,准四星商户,45.0,7.1,6.9,7.2,炒糯米饭,温州炒粉干,海鲜炒粉干鮸鱼丸炒黄年糕,下城区,碧桃巷13-1号
汉库麻辣香锅(文三路店),小吃快餐,,准四星商户,6.0,7.4,7.5,7.5,鸡翅根,麻花,红薯片,高新文教区,黄姑山横路53号
粥生记(金城路店),小吃快餐,￥63,准四星商户,15.0,6.9,6.8,6.9,酸汤肥牛,绿豆芽小炒,尖椒臭豆腐,加州阳光,北干街道金城路451号太古广场307号铺位
吉祥来福花园餐厅,粤菜,￥65,准四星商户,48.0,7.3,7.5,7.4,酸辣土豆丝,卤鸭,荷叶海参碎蒸生态甲鱼,老余杭,闲林工业园区嘉企路10号
冒泡(蓝钻天成店),小吃快餐,￥52,准四星商户,33.0,7.1,7.4,7.4,毛肚冒菜,钵钵鸡冷锅串串,超冷锅串串,城西银泰,莫干山路969号蓝钻天成2幢111、112室
湖南津市牛肉粉,小吃快餐,￥16,准四星商户,28.0,7.4,7.3,7.5,麻辣牛肉粉,牛杂,秘制牛排粉,高新文教区,万塘路翠苑四区东10号
嵊州小吃,小吃快餐,,准四星商户,10.0,7.1,7.1,7.1,豆腐小笼包,梅干菜鲜肉小笼包,梅菜笋丝,市心北路,宁围街道皓月路150-2号-2层
肚子里有料(文一路店),小吃快餐,￥11,准四星商户,120.0,7.5,7.5,7.6,流沙包,叉烧四方包,龙眼燕麦麸,高新文教区,文一路343号
港岛记·香港叉烧饭(博优美食广场店),粤菜,￥20,准四星商户,17.0,7.4,7.4,7.5,炭烤烧鸭饭,香辣九记牛腩饭,叉烧腊肠双拼饭,湖滨,延安路龙翔服饰城一楼政廷美食坊内
锅影铁锅鱼头(空港新天地店),本帮江浙菜,￥75,准四星商户,34.0,6.9,7.1,7.1,牛的狠,锅影美味尽在空港新天地,蛙蛙叫,萧山区,青六南路1111号空港新天地1号楼108-109商铺
和记.老广州肠粉,小吃快餐,,准四星商户,21.0,7.6,7.6,7.6,游水鲜虾肠,鲜虾蒸米粉,肉片蒸米粉,老余杭,余杭街道狮山路492-16号
杨国福麻辣烫(文晖路店),小吃快餐,￥32,准四星商户,64.0,7.2,7.4,7.3,金针菇,千张包,方便面方便面方便面,湖墅南路,文晖路419号
甘其食(湖墅南路店),小吃快餐,￥7,准四星商户,29.0,7.4,7.6,7.6,咖喱土豆牛肉包,梅干菜肉包,香菇菜包,湖墅南路,湖墅南路407号4幢
甘其食(黄龙路店),小吃快餐,￥6,准四星商户,29.0,7.3,7.2,7.4,梅干菜肉包,咖喱土豆牛肉包,鲜汁肉包,西湖北线/黄龙,黄龙路1号黄龙体育中心公交站
顺仔茶餐厅,粤菜,,准四星商户,8.0,7.2,7.3,7.3,虾饺,肠粉,叉烧酥,钱江新城,富春路与新业路交叉口来福士广场
包笼天下,小吃快餐,,准四星商户,13.0,7.4,7.1,7.5,葱油拌面,康师傅冰红茶,菜肉大馄饨,城西银泰,安康路方家花苑内
甘其食(天目山路店),小吃快餐,￥4,准四星商户,23.0,7.4,7.2,7.2,梅干菜肉包子,咖喱土豆牛肉,桂花豆沙包子,西溪,天目山127-1号
桂林米粉,小吃快餐,￥20,准四星商户,10.0,7.4,7.2,7.2,干煸鸡丁饭,干煸鸡丁炒粉,米粉,下沙,学源街998号传媒学院内麦杰美食广场2楼进门处
谭记茶餐厅,粤菜,￥64,准四星商户,11.0,7.3,7.3,7.3,香爆花蛤,青椒炒牛肉,地瓜丸,西湖区,蒋村西溪人家5幢101室
曼玲粥店(杭州三墩店),小吃快餐,,准四星商户,7.0,7.3,7.3,7.3,饺子,生滚鱼片粥,青稞玉米杂粮粥,三墩镇,三墩镇同仁家园金河湾16幢106-1号
甘其食(惠民路店),小吃快餐,￥3,准四星商户,56.0,7.2,7.1,7.2,梅干菜肉包,桂花豆沙包,咖喱土豆牛肉包,吴山广场/河坊街,惠民路6号
百年龙袍上海汤包馆,小吃快餐,,准四星商户,4.0,7.2,6.9,7.2,特色生煎,青菜肉丝炒面,红烧牛肉煲仔饭,余杭区,金德路运河锦庭11-1-1号
杨国福麻辣烫,小吃快餐,￥25,准四星商户,37.0,7.3,7.3,7.3,金针菇,黄金蛋饺,土豆片,下城区,回龙路163号
石磨肠粉,小吃快餐,,准四星商户,11.0,7.2,7.0,7.2,玉米鸡蛋蒸拌河粉,榨菜瘦肉鸡蛋肠粉,鸡蛋瘦肉广东肠粉,余杭区,政法西街55号
甘其食(西溪首座店),小吃快餐,,准四星商户,25.0,7.2,7.1,6.8,鲜肉糯米烧麦,全麦肉包,炸酱扯面,西湖区,文一西路588号西溪首座5幢第一层110室
章吴记中式快餐(红苹果店),小吃快餐,￥24,准四星商户,46.0,7.4,7.3,7.1,酱爆茄子,章吴记酱排,肉饼蒸蛋,九堡,九堡镇仁爱路22号一层
曼玲粥店(余杭店),小吃快餐,,准四星商户,5.0,7.4,7.5,7.5,虾饼,香葱小油条,红糖馒头,海创园,五常街道永福社区常二路16号
港式烧腊,粤菜,￥19,准四星商户,33.0,7.7,7.3,7.5,蜜汁叉烧饭,四宝饭,叉烧拼烧鸡饭,开发区/高教园,江汉路78号
正宗云南过桥米线(文三店),小吃快餐,￥15,准四星商户,19.0,6.9,7.0,7.3,秘制特色凉皮,麻将凉皮,全素米线无荤菜,高新文教区,文三路451号
影城酸辣粉,小吃快餐,,准四星商户,5.0,7.7,7.6,7.7,香肠酸辣粉,秘制牛肉辣椒酱,黑木耳酸辣粉,临平,木桥浜路21号
大娘饺子(江城路店),小吃快餐,￥21,准四星商户,57.0,7.0,6.8,6.9,韭菜鲜肉饺,酒酿蒸蛋,筒骨汤,城站火车站,江城路637号
甘其食(大华西溪风情店),小吃快餐,￥11,准四星商户,35.0,7.1,7.5,7.2,广东烧卖皇,蛋黄鲜肉粽,咖喱牛肉包,海创园,闲林街道西溪风情花园新天地大楼1-6室、1-18室、1-19室
潮庭鼎膳花园餐厅,本帮江浙菜,￥72,准四星商户,333.0,7.3,7.4,7.3,水果,酱萝卜,上海熏鱼,高新文教区,黄姑山路3-7号
芙蓉树下冒菜,小吃快餐,￥28,准四星商户,28.0,7.1,7.3,7.1,鸡丁肉排饭,大排,沙拉鸡排饭,余杭区,五常大道靖源国际165号2号楼104商铺
靖江宾馆餐厅,本帮江浙菜,￥92,准四星商户,16.0,7.3,7.4,6.9,黄花菜焖鸭,靖江小炒,铜盆小海鲜,萧山机场,靖江街道伟神路55号靖江宾馆内
黔滇缘牛肉粉,小吃快餐,,准四星商户,8.0,7.7,7.5,7.7,黄焖牛肉面,丽江腊排骨粉,酸菜牛肉面,下沙,华景街乌所味北80米
麦谷渔粉,小吃快餐,￥13,四星商户,8.0,7.8,7.5,7.6,温州瘦肉丸,炒糯米饭,香肠,和达东东城,杭州经济技术开发区宝龙商业中心3幢地下一层101-9
不老神鸡(九莲店),小吃快餐,￥25,准四星商户,68.0,7.3,7.3,7.3,牛肉,不老神方便米饭,独立卤蛋,西湖北线/黄龙,文三路345号九莲新村1幢4号102室
鼎好私房面,本帮江浙菜,￥25,三星商户,52.0,6.9,7.1,6.9,湘玉肥肠面,销魂片儿川,炸酱凉面,市心南路,市心南路131-5号
甘其食(祥园路店),小吃快餐,,准四星商户,9.0,7.7,7.7,7.7,香菇青菜,羊肉包,冰酸梅汤,石祥路/沈半路沿线,祥园路38号
花甲天下(垃圾街店),小吃快餐,￥12,准四星商户,20.0,7.7,7.6,7.8,香爆蛏子,牛肉粉丝,两鲜粉丝,开发区/高教园,浦沿街道杨家墩综合大楼9号楼-30
粥小舅,小吃快餐,,四星商户,8.0,7.7,7.5,7.7,玉米牛奶燕麦粥,皮蛋瘦肉粥,奥尔良鸡肉馅饼,城厢,城厢街道金家桥路23号
芳芳小吃,小吃快餐,￥30,准四星商户,16.0,7.3,7.2,7.6,水煮肉片,麻辣豆腐,鱼香肉丝,朝晖地区,新市街51号
巴比馒头(九环路店),小吃快餐,,准四星商户,10.0,7.7,7.7,7.7,一鸣酸奶,梅干菜包,荠菜肉包,城东,九环路万科魅力之城2期小区门口
甘其食(艮山西路店),小吃快餐,￥5,准四星商户,23.0,7.2,7.3,7.1,咖喱土豆牛肉包,口味肉包,金绿成有机牛奶,城东,艮山西路208号闸弄口新村1-3-102室
